Symbol	Training_Set	NetWAS_Score
SYCP3	-1	-0.216853
CENPH	-1	-0.216867
GNAT2	-1	-0.21689
CAPS2	-1	-0.21696
SWAP70	0	-0.217213
VTN	-1	-0.217217
GCM2	-1	-0.217325
MYL7	-1	-0.217429
HSD17B4	-1	-0.217502
DNAJC24	-1	-0.217955
TAF1B	-1	-0.217983
THSD1	-1	-0.218025
AP1G2	-1	-0.218058
LOXL4	-1	-0.218163
ZNF280D	-1	-0.218383
GOT1L1	-1	-0.218484
CCDC54	-1	-0.218619
OR5P2	-1	-0.218828
CPA2	-1	-0.21895
UBE2D1	-1	-0.219111
GAGE2C	0	-0.219382
FAM217A	0	-0.219464
POLM	-1	-0.219584
NCF4	-1	-0.219702
ADH6	-1	-0.219766
SLC22A11	-1	-0.219777
SCGN	1	-0.219808
PRRT2	-1	-0.219876
FIGLA	-1	-0.219927
BMI1	-1	-0.220103
C1orf54	-1	-0.220122
ZNF846	-1	-0.220305
CUEDC2	-1	-0.220353
GYPE	0	-0.220457
MAS1L	0	-0.220461
VSTM2A	-1	-0.220546
TCTN1	-1	-0.220574
PTTG1	-1	-0.220713
DAPK1	-1	-0.220879
CHRFAM7A	0	-0.220944
TCP11L1	-1	-0.22113
TAGLN3	-1	-0.221174
GPER1	0	-0.221239
SPINT3	-1	-0.221375
ATF3	-1	-0.221403
IGFBPL1	-1	-0.221416
HPX	-1	-0.221673
ZNF701	-1	-0.221724
TRAPPC9	-1	-0.221758
ZNF483	-1	-0.221833
DNAH8	-1	-0.221895
LBP	-1	-0.222036
CACNA1E	-1	-0.222245
TAS2R38	-1	-0.222366
AAGAB	0	-0.222437
C9orf47	-1	-0.22252
NAALADL1	-1	-0.222638
ZNF613	-1	-0.222771
HTR1B	-1	-0.22295
METTL24	0	-0.223072
STAC3	-1	-0.223173
GTPBP3	-1	-0.223203
APOH	-1	-0.223226
C19orf73	0	-0.223305
PRPF39	-1	-0.223491
ZNF625	-1	-0.223533
LYZL4	-1	-0.223562
REG1B	-1	-0.223623
DSCC1	-1	-0.223638
CPA3	-1	-0.223915
PPEF1	0	-0.224119
ZNF629	-1	-0.224188
VIP	-1	-0.224231
AHSG	-1	-0.22425
SLC23A3	-1	-0.224568
B3GNTL1	-1	-0.224648
IFIT2	-1	-0.224657
CHAF1A	-1	-0.225036
ALG1	-1	-0.22512
MTA2	-1	-0.225161
PDE6C	-1	-0.225181
UNC45A	-1	-0.225196
AGBL5	-1	-0.225198
RBM11	-1	-0.225455
MYBPH	-1	-0.22546
CHD2	-1	-0.225463
CENPK	-1	-0.225467
C3orf22	-1	-0.225516
ENPP1	-1	-0.225604
BTN3A2	1	-0.225608
NOX3	-1	-0.225624
APOC1	-1	-0.22565
SLC5A2	-1	-0.22572
PLS1	-1	-0.225764
ZIM2	0	-0.225967
SSX5	0	-0.226315
NKX2-3	-1	-0.226393
KIF27	-1	-0.226448
DEFB108B	-1	-0.226472
DEFB119	-1	-0.226504
PRDM6	-1	-0.22659
KIR3DL1	-1	-0.226706
MAB21L2	-1	-0.226764
PRR4	-1	-0.226768
ZNF688	-1	-0.22684
SPINT4	-1	-0.226926
MEX3A	-1	-0.226992
FIG4	-1	-0.227096
ASB4	-1	-0.227096
LECT2	-1	-0.227102
ADAM21	0	-0.227257
ZNF718	-1	-0.227478
IL37	0	-0.227514
HSD17B11	0	-0.227518
ZNF79	-1	-0.227528
PHAX	-1	-0.227748
OR10H2	-1	-0.227759
PRKG2	-1	-0.227971
KRTAP13-3	-1	-0.228015
CST1	-1	-0.228104
OR5V1	0	-0.228187
STX19	-1	-0.228272
ZC3H4	-1	-0.22841
CCDC122	-1	-0.228456
LOC100127971	0	-0.228489
OR10A2	-1	-0.228532
TNFRSF17	-1	-0.2286
LILRB5	-1	-0.228767
PIK3CD	-1	-0.228907
OR51I1	-1	-0.228955
SLC37A2	-1	-0.228976
UGT2B28	-1	-0.229154
TTC36	-1	-0.229261
TNPO1	-1	-0.229333
IZUMO1	-1	-0.229337
CLEC2B	-1	-0.229343
TOE1	-1	-0.229402
HAVCR1	-1	-0.22955
HIST1H1B	1	-0.229566
OLAH	-1	-0.229597
OR52B4	-1	-0.229619
IRF7	-1	-0.229638
CCL27	-1	-0.229653
PRSS1	-1	-0.229754
CDCA7L	-1	-0.229842
KIAA1328	-1	-0.229901
MGAM	-1	-0.229951
SSX1	0	-0.229961
EFCAB5	-1	-0.23
GKAP1	-1	-0.230081
ZNF35	-1	-0.230152
CYFIP1	-1	-0.230271
SOAT2	-1	-0.230314
CCDC84	-1	-0.230314
KRTAP4-9	0	-0.230406
SPANXA1	0	-0.230616
CMTM2	-1	-0.230616
WFDC1	-1	-0.230698
HOXB5	-1	-0.23092
SULT2A1	-1	-0.231072
HLA-DOB	0	-0.231126
PCDHGA8	0	-0.231168
PAX1	-1	-0.231223
SIGLEC10	-1	-0.231233
IL1RL2	-1	-0.231254
NEU2	-1	-0.231316
H6PD	-1	-0.231401
TTC21B	-1	-0.231417
SLC22A12	-1	-0.231426
ZNF490	-1	-0.231568
GPR55	-1	-0.2317
ZNF770	-1	-0.231738
STK16	-1	-0.231751
SLC24A5	-1	-0.231814
OR5I1	-1	-0.231973
PCDHB9	0	-0.232009
ATP1B2	-1	-0.232068
UPK1A	-1	-0.232071
WFDC11	-1	-0.232075
OR8J3	-1	-0.232171
PLBD2	-1	-0.232192
THOC7	-1	-0.232204
BDKRB2	-1	-0.232369
GTSF1L	0	-0.232371
LY75	-1	-0.232396
C1orf68	0	-0.232434
ANO3	-1	-0.232447
NELL2	-1	-0.232548
KCTD21	-1	-0.232555
CDON	-1	-0.232744
OR5B2	-1	-0.232779
HMGCS2	-1	-0.23279
HORMAD1	-1	-0.232923
PRR19	-1	-0.232965
KCNK10	-1	-0.233098
ZNF689	-1	-0.233144
DNHD1	0	-0.233236
PLGLB2	0	-0.233285
GAGE12I	0	-0.233319
DCST1	-1	-0.233346
LHFPL1	0	-0.233446
KIAA1755	-1	-0.233507
ANKRD1	-1	-0.233611
TBX18	-1	-0.233666
PRRG3	0	-0.233705
ZNF300	-1	-0.233792
TBC1D10A	-1	-0.233895
POLD1	-1	-0.233987
TAF1L	-1	-0.233992
FBXO40	-1	-0.23411
FAM187B	-1	-0.234149
CCDC121	-1	-0.234265
NDC80	0	-0.234355
C2orf66	-1	-0.234524
GUCY2F	0	-0.234624
FAM185A	-1	-0.234686
CTAGE1	0	-0.23471
TAPT1	-1	-0.234724
TEPP	-1	-0.234849
NCALD	-1	-0.234983
ZNF33B	-1	-0.235071
SIT1	-1	-0.235252
CFHR1	-1	-0.23529
ZNF254	-1	-0.235349
AWAT1	0	-0.235441
ZNF286A	0	-0.2357
BRS3	0	-0.235759
CDC42BPA	-1	-0.235918
ALDH6A1	-1	-0.23594
MAEL	-1	-0.235967
RPL36	-1	-0.236159
COL28A1	-1	-0.236202
DSC1	-1	-0.236265
LAIR2	-1	-0.236301
TP73	-1	-0.236397
NARF	-1	-0.23643
GPN2	-1	-0.236507
DERL3	-1	-0.236528
KIR2DS2	0	-0.23665
FAM227B	0	-0.236741
HGSNAT	-1	-0.236756
SRGAP2	-1	-0.236812
ZNF521	-1	-0.236956
CFD	-1	-0.236958
KRTAP9-4	-1	-0.236963
SDCBP2	-1	-0.236967
BEX2	0	-0.236997
SEPT6	0	-0.237081
NOSIP	-1	-0.237083
CRYM	-1	-0.237201
DEPDC1B	-1	-0.237278
PKIB	-1	-0.237287
MYL6B	-1	-0.237345
RRAGD	-1	-0.23736
MED18	-1	-0.237378
KLRC3	-1	-0.237384
ACAD10	-1	-0.237413
ZSCAN4	-1	-0.237484
NR0B1	0	-0.237554
THSD7B	-1	-0.237592
IL17RD	-1	-0.237599
CLGN	-1	-0.237651
TXNRD3	-1	-0.238039
OBP2B	-1	-0.238045
ZNF597	-1	-0.238085
WDR46	0	-0.238121
RECQL4	-1	-0.238135
CD1E	-1	-0.238148
HDC	-1	-0.238171
ZNF100	-1	-0.238406
E2F1	-1	-0.238484
SPINK7	-1	-0.238492
EMX1	-1	-0.238574
PRAMEF20	-1	-0.238641
TIMM22	-1	-0.238659
LYVE1	-1	-0.238836
LRRC45	-1	-0.239069
DEGS1	-1	-0.239151
NEIL1	-1	-0.239155
RRP12	-1	-0.239193
TSPAN32	-1	-0.239348
NR1I3	-1	-0.239516
B3GAT2	-1	-0.23957
CUBN	-1	-0.239632
KCNB2	-1	-0.239666
PCDHB7	0	-0.239756
WFDC13	-1	-0.239917
SLC38A6	-1	-0.239978
RPS14	-1	-0.240022
GRIA1	-1	-0.240129
MTNR1B	-1	-0.240167
DBNDD1	-1	-0.24018
SPSB4	-1	-0.240278
ADAM29	-1	-0.240292
ZNF124	-1	-0.240337
GRID1	-1	-0.240398
ELMO1	-1	-0.24046
CRYGC	-1	-0.240617
SHC3	-1	-0.240787
LIN37	-1	-0.240962
FUBP3	-1	-0.240978
UXS1	-1	-0.240984
EYS	-1	-0.240991
KCNMB1	-1	-0.241052
ALDH1A2	-1	-0.24107
SERPINA9	-1	-0.241198
RHOV	-1	-0.241258
CLCN2	-1	-0.24131
OR2J2	0	-0.241313
FCGR2A	-1	-0.241503
SHC4	-1	-0.24151
KIF20B	-1	-0.241543
TRIM10	0	-0.241594
GJD3	-1	-0.241628
OR51B5	-1	-0.241694
CNGA4	-1	-0.241709
DIO3	-1	-0.241734
TTC23L	-1	-0.241872
CCDC102A	-1	-0.241902
MPP1	0	-0.241967
C12orf56	-1	-0.241996
ARMCX2	0	-0.242025
FMO4	-1	-0.242251
CMTM1	-1	-0.242313
SCARB1	-1	-0.242462
IL20RB	-1	-0.242539
IKZF4	-1	-0.242699
LGSN	-1	-0.242742
TMEM220	-1	-0.242749
ATP8B4	-1	-0.242755
OR1I1	-1	-0.24298
FGD5	-1	-0.243036
TMEM255B	0	-0.2431
NRGN	-1	-0.243139
EIF2AK3	-1	-0.243289
IGSF21	-1	-0.24331
ACSBG1	-1	-0.243448
MMS22L	0	-0.243583
LATS1	-1	-0.243714
TCAP	-1	-0.243757
ADAD1	-1	-0.243786
GOLIM4	-1	-0.243793
CFHR5	-1	-0.243796
PBK	-1	-0.243829
C5orf34	-1	-0.243951
RETNLB	-1	-0.244075
MDGA2	-1	-0.244173
C14orf105	0	-0.244174
FAM24B	-1	-0.244376
PDP2	0	-0.244378
FHL5	-1	-0.244434
EEFSEC	-1	-0.244514
PDE1A	-1	-0.244533
MOG	0	-0.244612
C17orf53	-1	-0.244906
NAT6	0	-0.244908
CREBZF	-1	-0.245023
RPGRIP1	-1	-0.245046
PBX2	0	-0.245149
HEATR3	-1	-0.245176
TRPC4	-1	-0.245308
CRYBA2	-1	-0.245317
SETMAR	-1	-0.245332
SPO11	-1	-0.24541
ATXN7L1	-1	-0.245413
ODF2	-1	-0.24549
CASP12	-1	-0.245569
REPS2	0	-0.245701
LMBRD2	-1	-0.245714
PPM1G	-1	-0.245715
ESYT3	0	-0.245761
OLIG1	-1	-0.24586
NAALADL2	-1	-0.245888
TINAG	-1	-0.246033
DKFZP564M1462	0	-0.246063
BEX1	0	-0.246163
OR52N2	-1	-0.246227
VWA5A	-1	-0.246264
MRPS5	-1	-0.246339
TNNI1	-1	-0.24637
DHX57	-1	-0.246538
GCNT4	-1	-0.246554
PRDM14	-1	-0.246632
SSPO	-1	-0.246673
PF4V1	-1	-0.246708
EPDR1	-1	-0.246744
DPEP2	-1	-0.246782
SOX17	-1	-0.246949
PCDHGB7	0	-0.247018
DCTN2	-1	-0.247068
HLA-DRA	0	-0.247114
OR2W1	0	-0.247138
CD83	-1	-0.247203
PRAME	-1	-0.247272
MYBPC1	-1	-0.247327
C14orf39	-1	-0.247499
MRPL38	-1	-0.247517
KIF18A	-1	-0.247524
ZFP37	-1	-0.24756
MAPK15	-1	-0.247669
GZMH	-1	-0.247738
IFI27L1	-1	-0.24782
HTR1E	-1	-0.24798
HLA-DQA1	0	-0.248137
DLGAP2	-1	-0.248219
SLC38A11	-1	-0.248228
ASZ1	-1	-0.248233
TMEM31	0	-0.248292
SAMHD1	-1	-0.248369
FAM117A	-1	-0.248374
SYT10	-1	-0.248407
GRXCR1	-1	-0.248582
EPYC	-1	-0.248598
PROKR1	-1	-0.248782
CCL23	-1	-0.248804
SLC14A2	-1	-0.248881
KCTD18	-1	-0.248905
KLHL33	-1	-0.248935
RADIL	-1	-0.249028
CD79B	-1	-0.24911
KRT36	-1	-0.249313
ATF6	-1	-0.249358
BIRC3	-1	-0.24936
SNRNP40	-1	-0.249402
SCN8A	-1	-0.24948
TNFRSF1B	-1	-0.249512
AP1S2	0	-0.24954
BBS12	-1	-0.249556
HYOU1	-1	-0.249589
RAI14	-1	-0.249609
KRTAP5-11	-1	-0.24961
UMODL1	-1	-0.249839
INSM1	-1	-0.249871
GRAMD1C	-1	-0.249907
NDST4	-1	-0.249909
SLC4A3	-1	-0.25001
WBP2	-1	-0.250067
CCKAR	-1	-0.250115
HGC6.3	0	-0.250117
DCDC2	-1	-0.250168
TEX101	-1	-0.250384
CYP20A1	-1	-0.250475
CHMP4A	-1	-0.25056
HOXD8	-1	-0.250563
PROZ	-1	-0.250769
DOCK2	-1	-0.250871
MAP2K6	-1	-0.250929
BHLHB9	0	-0.251106
DNAH5	-1	-0.251135
HNRNPL	-1	-0.251279
F13B	-1	-0.251284
ACP5	-1	-0.251445
PROX2	-1	-0.251567
CDK2AP1	-1	-0.251571
MYH1	-1	-0.251587
OS9	-1	-0.251628
OR10G8	-1	-0.251792
SLC3A1	-1	-0.251904
RAD54L2	-1	-0.251937
VPS39	-1	-0.251996
OR51S1	-1	-0.252069
ZNF174	-1	-0.252232
PDE6A	-1	-0.252232
GPR141	-1	-0.252319
ZNF284	-1	-0.252384
B3GNT8	-1	-0.252554
TRPV1	-1	-0.252622
OR2L8	-1	-0.25265
ZNF250	-1	-0.252722
TRMT1	-1	-0.252743
FAM161B	-1	-0.252775
HNRNPM	-1	-0.25283
ENPP2	-1	-0.252897
FRMD7	0	-0.253167
FCRLA	-1	-0.253189
MAGEB2	0	-0.25321
OR2B6	-1	-0.253224
ANKRD54	-1	-0.253258
SLC16A4	-1	-0.253271
TECRL	0	-0.25332
ASGR1	-1	-0.253344
CIDEC	-1	-0.253367
ANKRD13D	-1	-0.253408
KNG1	-1	-0.25345
GAP43	-1	-0.253523
UBE2U	-1	-0.253524
MORN3	-1	-0.253547
MKNK1	-1	-0.253575
ROS1	-1	-0.253636
ZNF620	-1	-0.253859
TSGA10IP	-1	-0.253967
TRIM50	-1	-0.254005
C1orf105	-1	-0.254023
B4GALNT2	-1	-0.254027
CAMK2N2	-1	-0.254085
LUZP2	-1	-0.254114
POU6F2	-1	-0.254324
DEFA3	-1	-0.254429
HOXD11	-1	-0.254466
COLQ	-1	-0.254512
CXCL10	-1	-0.25466
AQP4	-1	-0.25471
C3orf62	-1	-0.254774
FBXO15	-1	-0.254795
TYROBP	-1	-0.255042
GSTM3	-1	-0.25506
ARL6IP4	-1	-0.255155
KEAP1	-1	-0.255179
RNF175	-1	-0.255185
PUS10	-1	-0.255211
DGKI	-1	-0.255238
LEAP2	-1	-0.255285
CMA1	-1	-0.255326
PSMF1	-1	-0.255341
TNFRSF14	-1	-0.255458
SYNGAP1	-1	-0.255477
CDH7	-1	-0.255501
GMFG	-1	-0.255609
MYCT1	-1	-0.255623
CD2	-1	-0.255638
ANKRD33	-1	-0.255757
KCTD19	-1	-0.2558
ARHGAP11A	-1	-0.255861
ZFC3H1	-1	-0.255896
ZSCAN16	0	-0.256016
ARHGAP30	-1	-0.256042
TNFSF15	-1	-0.256106
HS6ST2	0	-0.256163
ARRB2	-1	-0.256184
ZNF117	-1	-0.256201
NGDN	-1	-0.256363
OR10A4	-1	-0.256393
LGALS2	-1	-0.256471
ARMCX6	0	-0.256534
IDI2	-1	-0.256591
NREP	0	-0.256681
GREM2	-1	-0.25678
HDAC7	-1	-0.256792
ENOX1	-1	-0.256954
HLA-DPA1	0	-0.25696
COLEC11	-1	-0.257034
NRXN3	-1	-0.257262
TGM7	-1	-0.257333
SEC14L4	-1	-0.257479
LBX2	-1	-0.257572
ZNF511	-1	-0.257591
ITIH1	1	-0.25772
MATN3	-1	-0.257855
ZFP28	-1	-0.257907
RFPL2	-1	-0.257941
HIST2H3D	-1	-0.257956
CHRM1	-1	-0.258016
RHCE	-1	-0.258104
PLEKHG6	-1	-0.258225
SYT11	-1	-0.258452
TBL3	-1	-0.258469
ANG	-1	-0.25857
PXT1	-1	-0.258641
C9orf43	-1	-0.258777
OTC	0	-0.258886
TAS2R50	-1	-0.258888
MATN4	-1	-0.258959
GOLT1A	-1	-0.259205
WDR65	0	-0.259207
CHIA	-1	-0.259248
ATP9B	-1	-0.259249
PCDHB6	0	-0.259291
NCR1	-1	-0.259317
HYLS1	-1	-0.259432
MMP13	-1	-0.259454
PRPS1L1	0	-0.259601
WDR25	-1	-0.259622
ARHGAP15	-1	-0.259653
CAMK4	-1	-0.259845
C11orf42	-1	-0.259845
ZNF354B	-1	-0.259921
LGALS14	-1	-0.260002
ODF3	-1	-0.260301
RABGAP1L	-1	-0.260339
OR8B8	-1	-0.260469
TRPC6	-1	-0.260528
C6orf52	-1	-0.260543
SLMO1	0	-0.260668
MARCH1	-1	-0.260672
NFIX	-1	-0.260721
CD226	-1	-0.260726
SLC9A3R2	-1	-0.261043
SAPCD1	0	-0.261117
SCN2B	-1	-0.261253
SLC39A7	0	-0.261263
C17orf51	0	-0.261349
RP1	-1	-0.261417
CSF3R	-1	-0.261544
DIAPH3	-1	-0.261583
RFX3	-1	-0.26165
SH3BP5L	-1	-0.261732
ZNF595	-1	-0.261783
INSC	-1	-0.261828
C16orf89	-1	-0.261868
VPREB1	-1	-0.262017
OR51A2	-1	-0.262075
PPP2R3B	0	-0.262129
TMEM218	-1	-0.26216
C10orf113	-1	-0.262248
RHCG	-1	-0.262255
RPL37A	-1	-0.262257
OR4C11	-1	-0.262339
TMEM133	0	-0.262392
PEBP1	-1	-0.262434
ZNF385B	-1	-0.262468
ORC1	0	-0.26255
ZNF480	-1	-0.262577
HOXA9	-1	-0.262594
MTRF1L	-1	-0.262729
BACE1	-1	-0.262735
GABRG1	-1	-0.262872
OR52N1	-1	-0.262946
USP30	-1	-0.262985
PAX8	-1	-0.263
DNAJC5B	-1	-0.263073
TMEM63C	-1	-0.263118
SLC17A8	-1	-0.263136
RPH3A	-1	-0.263143
LY96	-1	-0.263145
CYP3A5	-1	-0.263366
SPANXC	0	-0.263367
MTFR1	-1	-0.263388
SHISA3	-1	-0.263433
PSG9	-1	-0.263655
FAM183A	-1	-0.263777
CFHR4	-1	-0.263983
FOLR2	-1	-0.264105
RNASEH2A	-1	-0.264176
ADCYAP1	-1	-0.264195
NUCB2	-1	-0.264336
FXYD6	-1	-0.264414
OPRK1	-1	-0.264491
GNA14	-1	-0.264494
GPR22	-1	-0.264562
MRGPRX4	-1	-0.264573
STXBP5L	-1	-0.264604
TIFA	-1	-0.264609
S100Z	-1	-0.264621
CTSS	-1	-0.264671
MRM1	-1	-0.264682
HHIPL2	-1	-0.264696
HOXC8	-1	-0.264727
GAB2	-1	-0.264749
ZNF720	-1	-0.264755
GAL3ST2	-1	-0.264905
FKBP2	-1	-0.265092
OR8G1	-1	-0.265185
PRB3	-1	-0.265231
C19orf48	-1	-0.265304
C5orf30	-1	-0.265311
LRRC18	-1	-0.265356
GDF2	-1	-0.265379
CUL7	-1	-0.265413
OR51V1	-1	-0.265448
ITGA10	-1	-0.26545
SLC17A2	-1	-0.265456
C1QTNF9	-1	-0.265568
MPP3	-1	-0.265578
CCDC73	-1	-0.26559
PTPRC	-1	-0.265855
MMP21	-1	-0.265915
OR4B1	-1	-0.265949
OPCML	-1	-0.265978
TBX19	-1	-0.26605
ALAS2	0	-0.266066
ZNF526	-1	-0.266197
RAB9B	0	-0.266215
PLB1	-1	-0.266278
RTN4RL1	-1	-0.266312
CLEC16A	-1	-0.266438
TMSB4Y	0	-0.266534
MUC20	-1	-0.266723
STMN2	-1	-0.266878
POLA2	-1	-0.26691
NANOS2	-1	-0.266964
TSPYL5	-1	-0.266987
OR4C16	-1	-0.26706
GALNT5	-1	-0.26707
RSL1D1	-1	-0.267089
CNTN5	-1	-0.267103
TAS2R40	-1	-0.267327
NBPF4	-1	-0.267333
C4orf45	-1	-0.267337
OR1N2	-1	-0.267442
CASP7	-1	-0.267529
MCHR2	-1	-0.267572
GFER	-1	-0.267576
C1orf216	-1	-0.267669
SCN3A	-1	-0.267686
RTP1	-1	-0.267771
SIX2	-1	-0.267873
PPP1R14A	-1	-0.267885
IMPG1	-1	-0.267997
CELA2B	0	-0.268005
BUD13	-1	-0.268054
CGB	0	-0.268086
MRAP	-1	-0.268186
ZSCAN9	0	-0.268282
MSTN	-1	-0.268329
ESM1	-1	-0.268341
SLC12A3	-1	-0.268354
L3MBTL4	-1	-0.268369
FOXL2	-1	-0.268509
TMEM211	-1	-0.268692
STXBP4	-1	-0.268734
OR6C76	-1	-0.268801
CEP97	-1	-0.268993
TNFAIP8L1	-1	-0.269039
H2AFB2	0	-0.269118
CLIC5	-1	-0.269143
SLC15A1	-1	-0.269191
FMNL2	-1	-0.269224
CATSPERG	0	-0.269225
FAR2	-1	-0.269336
CRYGA	-1	-0.269539
ZNF853	0	-0.269628
GPR83	-1	-0.269629
MTRF1	-1	-0.26969
ZC2HC1B	0	-0.269758
TGFBR3	-1	-0.269761
TMEM19	-1	-0.269766
C10orf62	-1	-0.269909
VAX1	-1	-0.269953
IL13	-1	-0.270014
ZNF804B	-1	-0.270107
PLEKHM3	-1	-0.270141
COX18	-1	-0.270251
ZKSCAN7	0	-0.270257
HLA-DRB3	0	-0.27029
TEX13A	0	-0.270341
C19orf80	0	-0.27042
SH2D2A	-1	-0.270461
PCDHGA12	0	-0.27058
HNRNPH1	-1	-0.270749
HSPA6	-1	-0.270751
KIF13A	-1	-0.270804
DCDC5	-1	-0.270909
PCDHB11	0	-0.270992
OXCT1	-1	-0.270992
LRIT1	0	-0.271001
PVRIG	-1	-0.271027
TBXAS1	-1	-0.271033
TAS2R9	-1	-0.271054
DAZ4	0	-0.271081
NDUFAF5	0	-0.27109
CRIM1	-1	-0.271105
SPAM1	-1	-0.271182
PTTG2	0	-0.271199
PF4	-1	-0.271342
PCDHGA9	0	-0.271506
MC5R	-1	-0.271523
PDX1	-1	-0.271542
NPBWR2	-1	-0.271575
BRAF	-1	-0.271601
LOC100130348	0	-0.271648
OR2AG2	-1	-0.271824
RSPH9	-1	-0.271861
ZNF451	-1	-0.271873
EID3	0	-0.271909
MSANTD2	0	-0.271911
COX7B2	-1	-0.271991
SIX6	-1	-0.27208
CYP4F22	-1	-0.272151
WNT5B	-1	-0.272187
USP13	-1	-0.272193
TMEM25	-1	-0.272205
TET1	-1	-0.272236
SPRR2F	-1	-0.272305
CORO1A	-1	-0.27235
KIAA0408	0	-0.272355
TGIF2	-1	-0.272395
HINFP	-1	-0.272438
CRY1	-1	-0.272515
HJURP	-1	-0.272561
TLN2	-1	-0.272742
PRPF19	-1	-0.272842
CA5A	-1	-0.272854
PLEKHG1	-1	-0.272941
ZC3HAV1L	-1	-0.273001
RSF1	-1	-0.27306
HINT2	-1	-0.27311
OPN4	-1	-0.273157
GATA1	0	-0.273235
ARMC5	-1	-0.273346
CIITA	-1	-0.273384
VWDE	-1	-0.273433
ABCB9	-1	-0.273447
PRL	-1	-0.273451
GLS2	-1	-0.273462
RIMKLA	-1	-0.273527
MYLK	-1	-0.273541
CPB2	-1	-0.273689
C10orf53	-1	-0.273706
DIO1	-1	-0.273726
CDH8	-1	-0.27376
RBAK	-1	-0.273818
SPRYD4	-1	-0.273827
FAM205A	0	-0.273896
PLCXD2	-1	-0.273936
B4GALT3	-1	-0.273989
DDX49	-1	-0.274011
POMC	-1	-0.274152
MOAP1	-1	-0.27419
TRIM17	-1	-0.274299
ANKRD34A	-1	-0.274468
DEC1	-1	-0.274608
ZNF721	-1	-0.274741
C1QTNF5	-1	-0.274805
OR5M8	-1	-0.274815
C4orf6	0	-0.274926
RBL1	-1	-0.274957
SHCBP1L	0	-0.275159
PRY	0	-0.275231
DUX4	0	-0.275272
PGBD4	-1	-0.275306
ADD3	-1	-0.275329
RASL11B	-1	-0.275465
DAPL1	-1	-0.275497
C4BPA	-1	-0.275533
GYS2	-1	-0.275642
ZNF549	-1	-0.275656
SNX32	-1	-0.275665
UGT2B10	-1	-0.275686
PLAC9	-1	-0.275696
MAGEC3	0	-0.275715
ZDHHC23	-1	-0.275778
XRCC1	-1	-0.275939
ZNF17	-1	-0.275982
TM4SF19	-1	-0.276021
LMO1	-1	-0.276066
AKNAD1	0	-0.276168
C14orf93	-1	-0.276251
ELP4	-1	-0.276272
BTD	-1	-0.276279
KDM1A	0	-0.276321
POLDIP3	-1	-0.276369
EOMES	-1	-0.276434
GOLGA6B	-1	-0.276547
CDKN3	-1	-0.27657
ANKEF1	0	-0.2766
GDAP2	-1	-0.276673
BBS5	-1	-0.27694
SULT1E1	-1	-0.277004
WISP3	-1	-0.277012
AFAP1L2	-1	-0.277095
ZP2	-1	-0.277095
WDR11	-1	-0.277118
NAGLU	-1	-0.27722
CCDC151	-1	-0.277267
C1QL3	-1	-0.2773
TCF7L2	-1	-0.277333
S1PR2	-1	-0.277359
CHGA	-1	-0.277406
FCHSD2	-1	-0.277442
GPR135	-1	-0.277469
LRRC20	-1	-0.277549
SERTM1	0	-0.277589
THG1L	-1	-0.277595
DMRTA2	-1	-0.277597
OR8B3	-1	-0.277599
ADIPOQ	-1	-0.277644
GHRL	-1	-0.277686
CTRB2	-1	-0.277916
GNRH1	-1	-0.278091
KIF23	-1	-0.278123
RETSAT	-1	-0.278214
ERI3	-1	-0.278247
N4BP2L2	-1	-0.278259
SPC25	-1	-0.278454
DEPDC1	-1	-0.278467
CYB561D2	-1	-0.27848
SLC5A7	-1	-0.278507
CNR1	-1	-0.278545
S100G	0	-0.278585
KCNK9	-1	-0.27866
TMEM178A	0	-0.278782
C1QC	-1	-0.278874
NT5DC4	-1	-0.278907
ZNF552	-1	-0.27897
KRI1	-1	-0.278976
ZNF92	-1	-0.279011
FBXO17	-1	-0.279064
CLRN3	-1	-0.279125
GPATCH1	-1	-0.279453
PYGL	-1	-0.279507
HLA-DQB1	0	-0.279558
TUBAL3	-1	-0.27966
SIGLEC1	-1	-0.279685
TLR3	-1	-0.279748
ZFR2	-1	-0.279823
ACSM3	-1	-0.279827
FOXG1	0	-0.279874
KRTAP21-1	-1	-0.279892
OR5J2	-1	-0.279909
C10orf12	0	-0.279926
CLEC1B	-1	-0.280001
RHOC	-1	-0.280028
COMMD7	-1	-0.280029
EIF1AY	0	-0.280061
ZNF556	-1	-0.280101
OR1M1	-1	-0.280103
OR7E24	-1	-0.280141
MLIP	0	-0.280278
FBXL13	-1	-0.280348
BAGE	0	-0.280378
TTLL7	-1	-0.280441
LOC728819	0	-0.280644
GABRG3	-1	-0.280682
ZYG11A	-1	-0.280692
DNM3	-1	-0.280724
PCSK5	-1	-0.280761
GRM6	-1	-0.280776
SULT1A2	-1	-0.280846
DPEP3	-1	-0.280865
PRICKLE1	-1	-0.280878
TULP1	-1	-0.28091
CCDC11	0	-0.28104
HYKK	0	-0.281042
CENPO	-1	-0.281042
LHX8	-1	-0.281081
HNF4G	-1	-0.281104
DEFB134	-1	-0.281108
C7orf69	0	-0.28122
MTBP	-1	-0.281239
PLA2G2D	-1	-0.281275
CD72	-1	-0.281317
KRTAP2-2	-1	-0.281373
CMTR1	0	-0.281441
NUP62CL	0	-0.281492
R3HCC1	-1	-0.28154
ZNF510	-1	-0.281544
CCDC124	-1	-0.281597
LRRN4CL	-1	-0.281623
DAZL	-1	-0.281719
