Gene,Chr,Gene Start,Gene End,Gene Score,Gene ReScore
KLHL9,9,21321017,21325429,50290.036626375004,50318.14201888207
MYL9,20,34603310,34611640,50316.29534316666,50303.56290928415
ZNF676,19,22153742,22171593,50029.69423941666,49988.91478068072
DEFB114,6,50035963,50039777,58696.63690691666,49892.14137087916
LPAR5,12,6599556,6600675,49649.960828,49798.03263555032
TRNAU1AP,1,28752115,28777644,49382.257647666665,49527.622504334395
KLRC2,12,10474470,10479859,49284.36431619999,49496.18790540347
ATG10,5,81319133,81319770,50799.81072075,49459.731621477666
JMJD4,1,225985557,225989735,50088.05854433333,49432.23115976189
LAT,16,28903647,28909605,48979.089292545454,48987.07194577605
ZBED3,5,76408754,76409459,50244.337062399994,48944.939792998004
FASN,17,77636199,77640049,49123.60319677778,48916.15032435242
AMPD2,1,109973471,109976200,51282.114960700004,48734.97285813236
TAS2R13,12,10951791,10953428,49813.01694385715,48687.25009879251
ZNF354B,5,178220293,178244021,48566.671300875,48614.09651604492
HIF1AN,10,102285630,102303671,48596.271087,48595.98393116444
MRPS36,5,68549414,68561741,48507.797001,48511.787643269075
GPIHBP1,8,144366442,144370418,48856.143636083325,48340.940247722494
PIGQ,16,571761,574110,48226.7791920909,48262.38577448809
CPSF1,8,145601145,145605541,48242.075974299994,48208.24991633649
MCAM,11,118685542,118686823,48061.28236,48174.24911756726
CACNA2D3,3,54329253,54330989,47998.523409909096,48080.92865210137
MAFA,8,144582657,144583719,47968.33988581818,48064.01377767375
TRIM13,13,49484077,49485301,48839.333881,47978.66748046
CD2BP2,16,30271668,30274128,48008.190680125,47949.27688710282
ADAMTS3,4,73382814,73396836,48897.123939625,47944.560719803834
POU3F1,1,38282109,38285037,48063.64895077778,47883.54504278184
KPNA2,17,63462796,63473432,48565.26178725,47774.99660786148
LACRT,12,53310889,53314930,47998.63731,47450.7825771055
OR51A2,11,4932577,4933519,47749.72764466666,47321.82032401697
HINFP,11,118507358,118510975,48068.423895700005,47301.429884091245
ORMDL2,12,54498072,54501226,47255.130059428564,47262.359464915884
EIF2S2,20,32139775,32163746,55582.238246166664,47244.90250924166
KRTAP19-5,21,30796060,30796279,47128.22908671429,47226.90188793781
GPR4,19,50784874,50797294,47191.94805185714,47202.02301404238
LZIC,1,9912362,9926014,47164.879883,47177.93031157877
MUT,6,49506949,49538990,47426.15104592858,47117.96146907639
PPCS,1,42694759,42698673,47365.2958545,47098.8490742352
CCR5,3,46389397,46390456,47283.481419200005,47096.46976916754
MYADM,19,59068595,59069564,47479.13899536363,46870.46107104512
PRR4,12,10892230,10893342,47135.95802145454,46856.168732543636
UGT2B11,4,70100635,70115038,46868.050770125,46846.05250642298
CHD3,17,7753543,7756800,48584.68175275,46720.595576540865
OR1D2,17,2942101,2943040,47381.583567500005,46718.1475635589
APOBEC3D,22,37747063,37759202,54924.137080428576,46685.51651836429
B3GNT7,2,231972688,231974117,47616.815730250004,46516.802983244845
STRAP,12,15926554,15947677,46619.40212583333,46476.17887600287
ANAPC4,4,25023637,25029218,46547.464726750004,46453.7973909854
FOXD1,5,72777840,72780108,46431.414771625,46441.028320519676
PPP1R1B,17,35038278,35046404,47023.1285914,46408.58916212706
LAT2,7,73262022,73282100,46440.16767722222,46308.71839558665
KLHDC7B,22,49333327,49335409,54429.550342818184,46265.11779139545
ZNF394,7,98933396,98935813,47869.588507,46160.837111140645
YAF2,12,40914276,40918317,46016.905899714286,46035.342074391265
PDE4DIP,1,143786203,143787436,46059.981829333345,45957.54050137219
GSDMB,17,35314373,35328429,45786.98862255555,45837.4363919547
PRLR,5,35104074,35122199,47062.3443927,45690.99256329541
GON4L,1,154020810,154057963,46836.1957622,45665.60246182568
OR7C1,19,14770985,14771948,46483.53830072727,45520.219078760965
TRAPPC5,19,7653139,7653706,45648.9467746,45487.745527387146
PSG1,19,48063197,48075711,45870.7102516,45437.5916892594
DIO3,14,101097440,101099542,45544.920194428574,45412.5381178119
COL20A1,20,61426109,61432729,45314.581667727274,45373.93830023024
MAP3K11,11,65121804,65132495,45275.601552,45325.43156921832
CD1A,1,156490550,156494682,45242.82461045455,45284.93901497698
FAM173A,16,711158,712591,45397.27313372727,45268.96861609821
S1PR1,1,101477128,101478277,45484.62184788889,45228.183258662946
ARHGEF5,7,143695127,143708658,45939.00727722222,45207.1344441312
EIF4E,4,100020234,100070139,45094.991054,45106.08779373115
MRPL12,17,77280811,77284953,44688.11489628571,44946.983408948334
FNTA,8,43030598,43060088,44798.90714185714,44927.68280278951
SPATC1,8,145158594,145174003,46572.41833833333,44846.40882971418
PEA15,1,158441750,158451786,45716.16491325,44774.95930497603
DZIP3,3,109836407,109858075,48732.41966233333,44753.560016665724
YBX1,1,42920652,42940607,45793.84477525,44712.94110659628
RPS20,8,57148166,57149623,44663.772819714286,44659.26863569197
ZNF85,19,20911308,20925343,45886.962167428566,44643.860053069904
CORO6,17,24965907,24969261,44220.245865714285,44414.06587117965
USP53,4,120407922,120413918,45716.6034286,44389.34288065611
PDCD7,15,63196769,63213227,45110.0740545,44340.165212581865
SEMG1,20,43269087,43271823,44230.985017142855,44317.390910299306
OR5M9,11,55986520,55987453,45644.185750799996,44316.66812590262
KRTAP22-1,21,30895310,30895457,44149.367466285716,44304.14414744169
NXPH3,17,45008477,45012717,44963.39514457143,44257.23492800873
RPS24,10,79465115,79485216,44186.616411888885,44220.055998495554
KCNA4,11,29988839,29990801,44209.1129454,44214.84118629576
IFNA10,9,21196179,21197142,46581.88470144445,44208.31566572588
SPAG5,17,23928709,23950183,45423.71693816667,44033.623474596294
SIGMAR1,9,34624718,34627768,43729.28765957143,43905.48725016223
EVX1,7,27248843,27252717,43712.105017285714,43892.15788767635
AGGF1,5,76362069,76371300,44119.65581400001,43884.93749581738
C21orf2,21,44578846,44583095,45336.222685,43792.63236391953
PCOLCE,7,100041932,100043737,44351.8183693,43745.94881831928
ZNF629,16,30697270,30706024,43758.820326,43736.08552614275
PFKL,21,44563661,44571684,45336.222685,43688.10884505066
CCDC71,3,49175241,49176645,43597.89215311111,43557.15574294955
D2HGDH,2,242338060,242356904,43566.76850128571,43511.82433771762
FUT10,8,33429755,33450206,43988.4770793,43478.843856000116
GPR150,5,94981735,94983040,43903.217166250004,43476.41427269251
PACS2,14,104852125,104935529,44460.72330844445,43471.84027959627
MYF5,12,79634838,79637578,43556.74529328571,43459.67348930356
XCL2,1,166776626,166779859,43814.97307081818,43431.91051018702
HMX3,10,124885556,124887237,44244.162850875,43321.13273357621
KIR3DL2,19,60053709,60070474,43403.93611775,43255.6438054487
MDH1,2,63669625,63687832,43220.60985357143,43251.115026487096
LCE2A,1,150938001,150938322,43168.39072975,43196.929601390926
BCDIN3D,12,48517824,48523142,43125.334305,43106.579128772006
MRPL47,3,180788948,180805128,44246.08491490909,43053.773400197984
APOBEC3F,22,37766618,37781921,44083.9481355,42986.17213386643
TBX3,12,113592441,113606352,43097.03801779999,42888.694623209405
HGSNAT,8,43114748,43177127,43558.199553375,42880.66189603363
DDI2,1,15829406,15859335,42699.761009285714,42845.44526326137
MYLK2,20,29882476,29886161,43167.32576389999,42800.49519110538
SSSCA1,11,65094518,65095815,43783.04307866666,42772.43780971322
GINS3,16,56983798,56997549,45287.19249253334,42744.66969439897
MGAT4A,2,98638756,98646368,44249.957518,42681.989386078465
CD1D,1,156417308,156419260,42622.21801882352,42646.07765150794
LHX1,17,32369869,32372804,43819.5860245,42641.07844186133
KRT9,17,36975619,36981836,42569.3161166,42603.14619729269
CYCS,7,25124799,25131480,42766.66194522222,42565.02791656547
CNOT8,5,154218391,154236545,44173.87225727273,42563.1784426014
ING5,2,242290128,242317569,42386.43813063636,42417.549737662834
TAS2R5,7,141136485,141137635,42397.94203981818,42406.29695129925
ASF1A,6,119263627,119272034,44060.5188868,42405.41417487454
ALG2,9,101018527,101024067,43601.163616833335,42361.118286167606
HNF1B,17,33164593,33167927,42261.375830818186,42300.6179076662
CYSLTR2,13,48178954,48179995,42155.28603185714,42226.8738111705
SNED1,2,241659493,241663692,43465.29979172728,42191.258893799975
SLC10A5,8,82768445,82769762,42349.431991100006,42185.668368744344
PI3,20,43236911,43238599,43354.81670354545,42141.17351017787
PRMT5,14,22459572,22468501,42024.17889150001,42060.18636024329
SP2,17,43357283,43363708,42010.1464003,41987.082595266314
IL27,16,28418183,28425656,42721.076597727275,41923.68430632018
RIT1,1,154134224,154147801,41777.81679153333,41896.740684697084
MSMP,9,35742990,35744272,42297.31130950001,41838.93992297525
RBM15,1,110683467,110690826,42397.75220633334,41836.65999122468
MTX3,5,79321770,79322822,42500.566021727274,41818.586689969445
TCF7,5,133507181,133511819,43304.1425531,41800.03738613055
ANGPTL7,1,11171984,11178625,41978.6985852,41631.562659096424
ZNF654,3,88270951,88276504,42439.202347750004,41626.59609642695
DLX2,2,172672411,172675724,41740.93377257143,41605.85936238718
HSPB11,1,54159821,54183876,41654.921124555556,41561.00812194933
RBM4B,11,66189045,66201851,42974.921933666665,41520.98612548075
ORMDL3,17,35330821,35337380,41412.40523178571,41489.28341676931
KHDRBS1,1,32252077,32299037,41724.526735666666,41396.415176316346
AP2A2,11,981999,983985,41439.543962375,41390.857844928905
TMEM115,3,50367183,50371943,41541.185556,41372.62194259685
NUDT15,13,47509703,47519283,41905.222902111105,41345.51986000212
KCNA3,1,111015832,111019178,41793.95833275,41225.64882071804
CCL26,7,75236777,75257000,41223.105314625005,41219.364560307244
LCNL1,9,138997265,139000031,41113.85682207143,41179.775764082646
GABRA6,5,161049118,161062176,41066.06759821428,41146.87970514415
CCR3,3,46281653,46282721,42093.993319444446,41090.828030898025
POLR3H,22,40265107,40270410,43045.502023333334,41052.004435458315
TH,11,2143473,2145985,41034.899651909094,41022.41600836707
CLSTN3,12,7199767,7202797,42899.80007787501,41017.18079977626
DR1,1,93584065,93600736,41560.953549555554,41005.139534362395
OR8J3,11,55660822,55661770,42489.21397933333,40858.411762193246
PIAS3,1,144291760,144297903,41437.5706433,40822.030514041435
CASKIN2,17,71012995,71023222,41817.92927688236,40731.34654210783
CPNE6,14,23614606,23617135,40872.27563322222,40686.01139607049
PENK,8,57520357,57521788,41188.58341742858,40684.724054305116
MYF6,12,79625576,79627382,40652.962273733334,40663.267706035185
ZNF28,19,57994752,57996750,40450.5352355,40577.340936077104
ZBTB32,19,40896174,40899780,40546.66058444444,40572.02891660266
CREBL2,12,12681763,12689308,45543.78661733333,40542.17713291093
BRWD1,21,39590234,39607426,40471.42920217647,40479.31232580141
CCL20,2,228386813,228390494,41649.248267250005,40421.653173345556
PRPH,12,47975175,47978748,40875.738512375,40362.53006800857
TRIM60,4,166180674,166182090,40200.4561959,40330.76233368372
IFRD2,3,50300123,50305353,40253.77282845455,40275.84706203057
SCGB1D1,11,61714285,61717585,40220.54437526666,40261.98414389586
RHO,3,130730171,130736877,41821.00011266667,40140.176840682434
PHLDA3,1,199704153,199704537,41521.48084027273,40130.11021122019
RXFP4,1,154178103,154179249,41340.4708158,40129.53487990851
CAMKK2,12,120196241,120218888,40668.47040388888,40106.57009054103
TAF9,5,68696525,68697320,40065.51875820001,40088.724365130016
CRYBA2,2,219563155,219566371,40698.6096335,40078.70597374023
CTSE,1,204484081,204498727,40428.922693249995,40073.59202375533
ZNF579,19,60781128,60782817,39995.28470785714,40019.41853021797
LRRC3,21,44700955,44701729,39776.944335375,39942.13380927524
TUSC1,9,25666386,25668856,41693.09980225,39899.82320575569
ZNF687,1,149525374,149531005,41773.655641545454,39874.448981287744
MEPCE,7,99865464,99869677,46636.17707811111,39640.750516394444
MLXIPL,7,72648975,72659090,40829.537788,39625.69910065486
OTUD1,10,23768203,23771314,40861.2361833,39620.883461366946
STK36,2,219269493,219275682,40322.530516666666,39591.60144960609
IL24,1,205137698,205142040,39576.0103375,39588.7496995003
RPS12,6,133178138,133180183,39584.443325,39581.40616178846
SYT4,18,39103629,39111498,40438.21504233333,39511.623556246705
SLC9A1,1,27304528,27353988,39564.274831466675,39470.371451046754
ZNF777,7,148759386,148788986,39391.9121968125,39422.32919588044
LDB3,10,88468463,88476186,39641.78764,39277.400405536595
KIAA1257,3,130172471,130195676,39152.404509399996,39164.41861110139
NPR1,1,151917787,151933092,41289.63087744444,39126.421083010355
HGS,17,77261424,77279552,39094.491003176474,39106.91881253111
PEX5,12,7234224,7255343,41643.467837636366,39099.602025108645
IPO7,11,9423569,9425967,39336.205086099995,39097.31417591764
FSCN1,7,5609413,5612812,39137.18176225,39095.06798245874
EGFLAM,5,38498448,38501338,39426.74806503334,39084.07825148356
DEFB108B,11,71221893,71226256,40596.43555695,39054.602497918924
DALRD3,3,49027438,49033471,39211.147667714285,39033.930837144784
HNRNPM,19,8458185,8459994,39991.0964388,39013.77658153564
TSEN34,19,59386915,59389338,40582.403065750004,38981.697631164694
GP5,3,195598617,195600300,39081.47241421429,38975.88145508987
PLA2G1B,12,119244296,119249975,38944.149583181825,38972.25497568891
LCN12,9,138966592,138969770,39491.543928416664,38953.26720398088
ESD,13,46247523,46253751,40538.417291357146,38889.01890764183
UCKL1,20,62041631,62058212,38869.904247000006,38886.604632730174
MARCKSL1,1,32572026,32574410,39112.311677399994,38867.463458940714
RBBP4,1,32889410,32918841,38673.138554375,38845.013061579906
IFITM1,11,303990,305272,39333.156360333334,38798.12405067518
SH2D3A,19,6703172,6718480,38887.451745071434,38757.5809490781
CEACAM1,19,47716531,47724479,39936.8458255,38659.90740505932
GAST,17,37122138,37125747,41739.14391399999,38622.746439119284
BMPR1A,10,88673100,88674925,39662.37101357143,38607.61485910789
CFHR5,1,195213289,195245426,39886.103335,38555.39613814562
SIPA1,11,65164877,65174965,45350.709352812504,38548.10294989063
S100A10,1,150222009,150233338,45331.90713711111,38532.121066544445
ZWINT,10,57788322,57791040,38942.35565675,38511.40663770026
AP1G2,14,23104031,23107119,38987.31771763636,38439.022679044116
LILRA1,19,59796924,59804352,38392.56181626666,38438.43518219269
CLDN4,7,72883128,72884951,39496.643878,38291.66271748174
AGAP2,12,56405260,56422207,40000.012917583335,38241.61782967188
ZNF256,19,63144012,63150889,38270.921192,38209.66935277572
PAM,5,102371059,102393316,38853.802403928574,38203.24513921671
RPUSD3,3,9856584,9860676,44920.99041191667,38182.84185012917
LDLRAD2,1,22020529,22021628,38555.522473000005,38112.51378591131
LCP2,5,169620414,169628064,39830.66246575,38074.897033279674
SLC1A6,19,14935820,14947052,37927.036008875,38039.22113074899
CYP3A7,7,99140595,99170757,37985.13929275,38015.70069090721
GIMAP1,7,150044630,150049186,38388.15578108334,38004.00220390122
HSDL2,9,114218647,114219882,38092.48606057143,37977.215982211696
HDAC1,1,32567667,32571811,39112.311677399994,37926.25800737911
DMWD,19,50979036,50981969,38133.169545900004,37900.01694398186
SPINK6,5,147562596,147574893,39083.244374199996,37893.63161000245
CYC1,8,145221947,145224416,37788.49648079999,37730.22233375382
ZNF48,16,30314557,30318216,39018.558885428574,37658.724125520115
IRGC,19,48914550,48915942,38235.49576042857,37652.1591730839
GUCA1B,6,42258999,42270672,37577.48408761904,37627.4373174596
DMC1,22,37275312,37296135,38486.821734833335,37529.02934569998
COPB2,3,140581558,140591212,44128.63493783333,37509.339697158335
WFDC2,20,43541898,43543586,37434.062177909094,37376.66165838603
HECTD1,14,30742031,30746666,38035.29013555555,37351.37094282888
OR5M3,11,55993625,55994549,38741.819214,37344.42734836473
COL12A1,6,75944087,75954971,37450.91939136363,37287.223861149556
ZNF345,19,42059572,42061039,39615.059085333334,37221.72363754626
APOBEC2,6,41128990,41140233,37214.7931129,37205.078722563274
RASEF,9,84859394,84867863,38438.0003592,37190.54450419199
NES,1,154905179,154913813,43748.06625908334,37185.85632022084
CEP250,20,33518204,33521367,38212.94354242857,37170.946153326906
TOP2A,17,35817744,35821254,37090.881204000005,37158.073529035246
KRTAP6-1,21,30907875,30908094,37469.46612283333,37153.07822175166
PAQR9,3,144162763,144164868,37121.733891125,37131.624837942945
PLEKHG6,12,6290164,6298398,37545.96268944445,37101.37680214378
OR6F1,1,245941753,245942680,38900.62709288889,37070.78942623453
HTRA4,8,38950853,38964801,43444.671885789474,36927.97110292105
NUDCD2,5,162813163,162819721,37384.6864885,36906.63632363605
MED18,1,28528099,28535065,37375.46871685714,36865.54903658176
ARG1,6,131936057,131947161,37606.76319075,36822.79166987206
CRH,8,67251675,67252266,36652.902811571425,36674.44753100077
LY6E,8,144171276,144175202,36441.878486,36587.18778013484
WIZ,19,15393317,15421762,36976.3660526,36578.84864743933
SLC20A1,2,113130435,113134620,37446.705088,36567.60910146913
BIRC8,19,58484665,58486687,36899.41515118181,36518.90381797916
MARCKS,6,114285219,114291345,36590.55607133333,36403.97505005521
SLC4A1,17,39690086,39701028,42814.01907190908,36391.91621112272
CCL16,17,31327647,31332636,36584.93700018182,36378.0880522875
WDR77,1,111784034,111793353,36653.35027621429,36373.427005043566
SPEG,2,220033791,220039827,36427.53973011111,36328.64584920062
GAD1,2,171413822,171425905,38035.04651591666,36323.61466775415
GOPC,6,118003174,118004241,36535.219610500004,36322.81477339582
ZNF404,19,49068354,49076128,36742.574726,36317.27552024069
POLA2,11,64804514,64821664,38026.90265941667,36289.0049369104
SLC25A10,17,77289775,77298447,36294.183568117645,36269.09320809239
SIX4,14,60254441,60260792,36138.258810333326,36236.46886159582
FAM135A,6,71323121,71327596,37204.16433608333,36232.47087409605
SDHD,11,111462831,111471727,36305.729910666676,36211.03669462093
ARHGEF16,1,3378030,3380881,36161.228662,36184.39234595133
DYNLL2,17,53515797,53521810,36159.17846036363,36171.13683866075
