Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScore,Gene ReScorePR
MYBPH,1,201403561,201411565,6.811806184869734,33,0.0363232,0.0024904749208132853,0.0024904749208132853
GCDH,19,12862973,12871783,8.074832556513728,13,0.00404658,0.002483917804030479,0.002483917804030479
NUMBL,19,45863651,45888396,7.22445430050441,20,0.014571,0.002476789877514794,0.002476789877514794
SLC1A1,9,4480443,4577469,11.384493591279828,91,0.00103471,0.0024766332241142105,0.0024766332241142105
CASZ1,1,10642345,10677093,6.797933676155518,19,0.021205500000000002,0.0024672311546609102,0.0024672311546609102
CREBBP,16,3715056,3870122,7.273261310230968,44,0.030529200000000003,0.0024654554530808277,0.0024654554530808277
CXCL10,4,77161294,77163674,6.999385920807378,19,0.017336400000000002,0.0024653002169107104,0.0024653002169107104
HNRNPL,19,44021131,44022856,4.747540527279818,14,0.121422,0.002465225160947118,0.002465225160947118
DLG2,11,83175131,83706028,9.74682574252275,300,0.017544,0.002464626521012054,0.002464626521012054
SLC7A2,8,17445205,17472352,5.865688732778292,43,0.12190799999999999,0.0024637754503287336,0.0024637754503287336
TNKS,8,9629784,9646766,8.220930728335885,13,0.00349654,0.002462676016613718,0.002462676016613718
CREB5,7,28692245,28832036,13.05445187469963,85,0.000181946,0.0024622384074717615,0.0024622384074717615
CASQ2,1,116044148,116112949,6.910339133742123,77,0.0768013,0.0024600526301265103,0.0024600526301265103
PSMC1,14,89795247,89808719,6.425233112399782,27,0.0437442,0.002453105846259218,0.002453105846259218
GRHPR,9,37418534,37426986,6.809485845726986,20,0.0220652,0.002449882672958323,0.002449882672958323
ANXA11,10,81904859,81955413,6.983895384450906,44,0.0407742,0.002445405149566394,0.002445405149566394
GPHN,14,66043877,66718278,11.689061810122503,274,0.0022975,0.002442238527738788,0.002442238527738788
DNAH10,12,122975549,122986220,8.141457821727,17,0.00495061,0.0024368912960047403,0.0024368912960047403
WNT7A,3,13835082,13896619,8.021350684609404,63,0.0206877,0.0024356572561195365,0.0024356572561195365
POLQ,3,122632962,122747543,6.303491681441768,48,0.0878354,0.0024345342840374666,0.0024345342840374666
RTP1,3,188397967,188401947,6.357645097947098,25,0.0433361,0.002433531938260914,0.002433531938260914
PLG,6,161043263,161094337,6.779797515209291,40,0.0454602,0.0024318771319927495,0.0024318771319927495
NUCB2,11,17293508,17328097,10.12066080371848,19,0.000764551,0.0024318744085533965,0.0024318744085533965
SLU7,5,159773903,159778251,7.042012985729083,17,0.0148642,0.002426140947322775,0.002426140947322775
GAB2,11,77603989,77806414,5.324462152434828,67,0.326355,0.002416955669792033,0.002416955669792033
CD34,1,206126505,206151306,5.954690333811822,32,0.08299669999999999,0.0024132450853917085,0.0024132450853917085
SNRPA1,15,99639237,99652983,6.43352529923322,17,0.027315199999999998,0.0024108641573337697,0.0024108641573337697
MTRR,5,7922216,7954235,7.36448078728203,48,0.030400999999999997,0.002409755269387114,0.002409755269387114
TRAF5,1,209586328,209614909,6.319149505196869,28,0.0504413,0.002405086330679011,0.002405086330679011
DYDC1,10,82085843,82106491,5.722821136705301,21,0.0686799,0.0024049546046839877,0.0024049546046839877
RNF32,7,156129258,156145804,7.854767817250066,16,0.00620637,0.002400702986410756,0.002400702986410756
GALNT1,18,31488593,31545792,7.828915957930477,37,0.014728100000000001,0.0023969837603017197,0.0023969837603017197
ETV2,19,40824486,40827613,5.174387336506526,12,0.0679162,0.0023939870367803047,0.0023939870367803047
DNAL4,22,37504458,37520107,6.903159190529928,15,0.0150691,0.002384669896743917,0.002384669896743917
UBA3,3,69186570,69212214,5.199541541282418,17,0.09382460000000001,0.0023841637786526262,0.0023841637786526262
TRAM2,6,52478298,52478893,7.5496226435062335,23,0.0121051,0.00237575566750557,0.00237575566750557
SLC35A1,6,88239413,88278766,7.575242210197528,26,0.0133379,0.002371691189654864,0.002371691189654864
UBN1,16,4842077,4872364,8.4135198124592,42,0.0093176,0.002369348615851869,0.002369348615851869
KIF23,15,67493741,67527818,9.361901458977167,26,0.00223435,0.0023599395745730173,0.0023599395745730173
C12orf60,12,14867136,14867874,4.975253671599302,9,0.062160900000000005,0.0023591303688846638,0.0023591303688846638
MMP9,20,44070953,44078607,4.468819853643521,12,0.13752999999999999,0.0023583239841696896,0.0023583239841696896
PNPLA1,6,36346214,36367307,8.504189050468485,32,0.00648377,0.002358264879312808,0.002358264879312808
SP100,2,231077144,231118561,6.251205159588136,31,0.059772000000000006,0.0023581248459610083,0.0023581248459610083
STRA8,7,134567270,134593784,10.018795528680872,24,0.00106931,0.0023566388293054944,0.0023566388293054944
ADAM10,15,56734733,56829469,8.661603478766319,43,0.00744358,0.002355021468000174,0.002355021468000174
ST20,15,77978236,78003132,7.935858582886178,19,0.00679601,0.0023535493330641482,0.0023535493330641482
LMBRD1,6,70442469,70563609,10.026411843047454,49,0.00216661,0.002351802266597111,0.002351802266597111
AGL,1,100099353,100162167,8.71927986906689,56,0.00915067,0.002349490781721496,0.002349490781721496
ACOT8,20,43904068,43919442,9.33476236108114,14,0.00123621,0.002347599052910445,0.002347599052910445
RAB13,1,152220753,152225430,7.20826595387279,4,0.00296176,0.0023450639421597505,0.0023450639421597505
WARS,14,99869877,99912433,5.254439081727467,29,0.151504,0.0023422254063472903,0.0023422254063472903
TSSK2,22,17498789,17500136,6.282661561667207,19,0.0355,0.0023369073949118524,0.0023369073949118524
ACVR1B,12,50631752,50677127,5.811018822662019,27,0.0808482,0.0023362255594609914,0.0023362255594609914
GSTM4,1,110000225,110009648,5.0403770746157655,13,0.084127,0.002335442828588365,0.002335442828588365
SRPK2,7,104560686,104827034,13.920950587486608,109,9.80922e-05,0.002333813157523609,0.002333813157523609
SLN,11,107083770,107083866,8.41383853229808,13,0.0028831,0.002328796405932677,0.002328796405932677
WFDC3,20,43836253,43853954,8.501606211104974,22,0.00446912,0.0023279062676331416,0.0023279062676331416
LDB2,4,16112267,16509425,13.823993242932483,235,0.000233015,0.0023248379717003952,0.0023248379717003952
NAAA,4,77075375,77081190,4.852205988449177,11,0.0859224,0.0023232700293561023,0.0023232700293561023
DIDO1,20,61006799,61039719,9.022992253849115,34,0.00410056,0.002322518011233754,0.002322518011233754
MAG,19,40474877,40511973,6.042193209641537,29,0.06891389999999999,0.0023194538602528906,0.0023194538602528906
GUCA2B,1,42391678,42394082,6.874020741252509,10,0.0103431,0.0023164046469837983,0.0023164046469837983
ETS1,11,127835182,127962663,8.290850367631778,91,0.0228229,0.0023148894141271303,0.0023148894141271303
CTNS,17,3486510,3513146,10.522635338265227,26,0.000699924,0.0023091898193845785,0.0023091898193845785
KIF1C,17,4841999,4868720,7.194366130524171,26,0.0195209,0.0023090117237297243,0.0023090117237297243
ME1,6,83976828,84197498,7.187637083547341,78,0.0589581,0.0023088708749380927,0.0023088708749380927
RARG,12,51890619,51912303,6.45504087577346,16,0.025161199999999998,0.0023057413039470885,0.0023057413039470885
MIB1,18,17575542,17704910,7.189055040689317,49,0.0369853,0.002304396868254366,0.002304396868254366
PRSS23,11,86196333,86197485,6.882233741752059,12,0.0123102,0.0023006206338391055,0.0023006206338391055
OLAH,10,15125950,15155857,7.631310121963508,24,0.011640600000000001,0.002299177773846899,0.002299177773846899
GNGT2,17,44638595,44641742,6.592788138443195,28,0.038366000000000004,0.002294172569114532,0.002294172569114532
UTRN,6,144654565,145215863,10.936495883173283,214,0.0038085000000000003,0.0022918248421183304,0.0022918248421183304
PCCB,3,137451856,137539427,10.35049783326147,30,0.000959306,0.0022913712993100892,0.0022913712993100892
THUMPD2,2,39816948,39859881,7.619888975503285,27,0.013246100000000002,0.0022898696572665497,0.0022898696572665497
NDUFB9,8,125620523,125631408,10.907680967586193,31,0.000567827,0.00228780509515634,0.00228780509515634
MYOC,1,169871179,169888396,6.264455070816773,32,0.060888,0.002280597652394536,0.002280597652394536
POP1,8,99199243,99239814,9.03368440703027,39,0.00465356,0.0022802653775135903,0.0022802653775135903
FGL2,7,76660623,76667086,6.2030216353242,13,0.026302999999999997,0.0022794407553839856,0.0022794407553839856
USF2,19,40452323,40462558,5.4977688056054586,15,0.0614385,0.002278424746183225,0.002278424746183225
CCDC85B,11,65414450,65415682,5.503746686587452,17,0.06921530000000001,0.002278296578503084,0.002278296578503084
SLC37A3,7,139680020,139744780,8.403691140739207,43,0.00963367,0.0022782737861584217,0.0022782737861584217
NCAM1,11,112648951,112654368,6.065090584129047,21,0.048773500000000004,0.0022770464298112426,0.0022770464298112426
PTGFRN,1,117254211,117334495,9.469223818408993,77,0.00594373,0.0022747677444053915,0.0022747677444053915
ABR,17,941654,975840,6.570096671547226,21,0.0294349,0.0022713529083479606,0.0022713529083479606
MTMR7,8,17203534,17250961,13.061036098562782,79,0.000167993,0.0022685641025466954,0.0022685641025466954
PMVK,1,153163831,153176108,7.1175176057094305,13,0.010540100000000002,0.002267498016413067,0.002267498016413067
GSTZ1,14,76857458,76867693,9.949654264416088,29,0.00138458,0.002266591540046241,0.002266591540046241
MEFV,16,3232028,3246628,7.120298957965678,20,0.0161705,0.0022665296122903952,0.0022665296122903952
SNTG2,2,936554,1350391,10.766931825223178,183,0.00385862,0.0022652949480352334,0.0022652949480352334
NCF2,1,181791319,181826669,8.383430575525875,35,0.00800185,0.0022640604639005925,0.0022640604639005925
UBA7,3,49817641,49826395,5.909971702580138,11,0.029834899999999998,0.0022610395072109536,0.0022610395072109536
CPPED1,16,12661156,12805245,9.161627956212948,98,0.010289200000000002,0.0022587696956950774,0.0022587696956950774
PITX3,10,103979935,103991221,9.140801871593975,15,0.00160802,0.00225740102232579,0.00225740102232579
NCAN,19,19211867,19224061,12.145191372159587,11,5.84525e-05,0.002256543565300247,0.002256543565300247
GRM3,7,86111165,86332128,14.89824845040008,94,3.1834699999999995e-05,0.0022550768009215647,0.0022550768009215647
DOK7,4,3464319,3472998,5.661228038822243,21,0.0730431,0.0022548969357608206,0.0022548969357608206
C2orf83,2,228183049,228206132,7.515734447172204,42,0.022866900000000003,0.0022547474949875016,0.0022547474949875016
ALDH4A1,1,19070512,19101659,7.816017977098624,29,0.0116935,0.0022508730984852404,0.0022508730984852404
SLC7A1,13,28981550,29067721,8.374291961192931,82,0.0189193,0.0022503727105878213,0.0022503727105878213
ZBED4,22,48663314,48666830,11.682449263534322,12,0.000101288,0.0022500864186959612,0.0022500864186959612
LAMC3,9,132944356,132958267,6.763016610642206,24,0.0277377,0.0022496752579710413,0.0022496752579710413
COX11,17,50384263,50401053,9.25331141317438,23,0.00220326,0.0022476693753049224,0.0022476693753049224
PROX1,1,212228482,212276385,6.338065133503714,26,0.0459607,0.0022425239482763005,0.0022425239482763005
NISCH,3,52500129,52502128,10.382875880634977,10,0.00030958099999999996,0.002242393765215522,0.002242393765215522
SGK1,6,134622625,134680889,7.140930226935257,40,0.031680599999999996,0.002240632196467848,0.002240632196467848
MYEOV,11,68818197,68865630,6.669036510687651,28,0.0355494,0.0022404244494557747,0.0022404244494557747
MTMR11,1,148167167,148174890,6.751684366061013,11,0.012858000000000001,0.002236796852983738,0.002236796852983738
BAG1,9,33242469,33254761,7.826978246837869,17,0.00678009,0.0022343475472048767,0.0022343475472048767
CXCL1,4,74953972,74955817,7.12510315769977,18,0.014483700000000002,0.002228852065282345,0.002228852065282345
NCR2,6,41411505,41426603,8.297383190211292,30,0.00747504,0.002219684258205621,0.002219684258205621
HIST1H4F,6,26348632,26349000,9.645707111084956,15,0.0009705410000000001,0.002217723721564914,0.002217723721564914
RBL1,20,35117962,35157824,5.468966737683905,7,0.0295091,0.0022148860851852557,0.0022148860851852557
NUP50,22,43939215,43962554,11.571675060034234,35,0.00033003,0.002208730250522285,0.002208730250522285
MPI,15,72969462,72977618,6.654700883840424,15,0.019319299999999998,0.00220841871889886,0.00220841871889886
HTR3C,3,185253528,185261155,8.535306246843165,13,0.00255333,0.0022045357184637244,0.0022045357184637244
CNBD1,8,87947791,88464071,9.802999127222758,166,0.0091774,0.0022043844470385323,0.0022043844470385323
ZNF229,19,49622265,49644606,6.7585597126202845,30,0.034827,0.002201598922554623,0.002201598922554623
NKAIN3,8,63324054,64066182,12.470298641945613,370,0.00142043,0.002201235587862019,0.002201235587862019
ACE,17,58915908,58952935,11.014207550466777,34,0.0005598469999999999,0.002196695977174106,0.002196695977174106
GIPR,19,50863341,50877557,5.595917175512392,13,0.048268900000000003,0.002194958482536916,0.002194958482536916
DNAJC13,3,133657768,133659883,6.0177381230482965,7,0.0170462,0.002193121046508432,0.002193121046508432
KLHL2,4,166403798,166463749,5.69279861866824,25,0.08425369999999999,0.0021921477151254057,0.0021921477151254057
RBBP8,18,18768710,18860447,7.782790426139327,38,0.015840200000000002,0.00218965454882434,0.00218965454882434
SUMF1,3,4377829,4483954,6.748666436037212,95,0.111382,0.0021867863758420164,0.0021867863758420164
PON1,7,94764923,94791780,7.630823632516717,59,0.028630400000000004,0.0021845337442772156,0.0021845337442772156
RPA1,17,1680022,1749598,10.704164537629934,41,0.0009205010000000001,0.002183893415230172,0.002183893415230172
KBTBD11,8,1936765,1938637,5.90984078227198,16,0.0434019,0.0021836985102995747,0.0021836985102995747
NRBP1,2,27511952,27518628,10.952351406164302,9,0.000157651,0.0021824527348572086,0.0021824527348572086
NARS,18,53418891,53440175,5.8781778794904325,17,0.047598,0.0021810099293001067,0.0021810099293001067
POU4F2,4,147779494,147783073,5.991664567110649,6,0.014997,0.0021808371687765463,0.0021808371687765463
GPR15,3,99733567,99734650,4.160943049788213,13,0.202707,0.0021791359435872474,0.0021791359435872474
ULK3,15,72915511,72922605,8.511086872984476,16,0.0032196,0.0021788861326296045,0.0021788861326296045
CAPN9,1,228949752,229004372,7.66748534539264,82,0.038359,0.002178116718901298,0.002178116718901298
PABPC4,1,39799074,39815003,6.219740692119458,18,0.0358157,0.0021751238138565366,0.0021751238138565366
CNTN1,12,39508127,39652503,6.415640245338664,101,0.165213,0.002171952457246048,0.002171952457246048
SREBF1,17,17661586,17681050,7.416631823046478,17,0.0102199,0.002171352729692808,0.002171352729692808
KRT7,12,50913220,50928976,6.684401749714841,24,0.0300063,0.002171279289147154,0.002171279289147154
HAS1,19,56908176,56919033,6.260571760913692,15,0.028652299999999995,0.00216980863034433,0.00216980863034433
SPIB,19,55614027,55624060,5.817184495985558,18,0.0535675,0.0021678692756576827,0.0021678692756576827
UTS2,1,7830261,7836159,6.8900887261638415,17,0.017303,0.002165261798414761,0.002165261798414761
KCNA5,12,5023345,5026210,9.345869950120537,30,0.00261976,0.002163850282274765,0.002163850282274765
HSF2,6,122762493,122795810,7.385765613356374,19,0.0117803,0.0021624012738874834,0.0021624012738874834
ZNF17,19,62614340,62625119,3.7304656294348657,15,0.359725,0.002160277579947214,0.002160277579947214
FOXL2,3,140145755,140148491,4.793907479678763,10,0.0828004,0.002159279521781329,0.002159279521781329
CASP2,7,142696802,142714907,7.789818857432709,14,0.00579499,0.002157840847936526,0.002157840847936526
RRBP1,20,17587744,17610928,7.9825839046147555,16,0.0054617,0.002154568774098262,0.002154568774098262
HEATR4,14,73014944,73095404,9.302983301247082,37,0.00337262,0.002154440582536645,0.002154440582536645
SNAP23,15,40575126,40612548,9.089723260870096,14,0.00157947,0.002154090250741759,0.002154090250741759
FKBP1B,2,24130275,24140054,4.578591261780549,17,0.17457899999999998,0.0021530165323151653,0.0021530165323151653
CDC34,19,482732,493087,6.592075640035597,11,0.015083100000000002,0.002152076825465047,0.002152076825465047
SERPINB1,6,2778732,2787080,7.8528169535407,25,0.00971639,0.0021498897126131507,0.0021498897126131507
CDKAL1,6,21309038,21340572,7.7055502662743,48,0.021615400000000003,0.002149611220631975,0.002149611220631975
UQCRC2,16,21881013,21895769,5.037613651627755,13,0.08435980000000001,0.0021425881424568,0.0021425881424568
CHRNB1,17,7289129,7301656,7.092111948692559,23,0.0191277,0.0021404172154382397,0.0021404172154382397
KIT,4,55288338,55292307,5.653687804581848,16,0.0560731,0.002140379576318329,0.002140379576318329
SPP2,2,234624084,234650515,12.420630517983119,53,0.000213828,0.002139090715830475,0.002139090715830475
TECTA,11,120478584,120566725,7.404978993879154,71,0.043183400000000004,0.0021346514988255416,0.0021346514988255416
COLQ,3,15466993,15538262,8.197989008819036,62,0.0170628,0.002134540536216743,0.002134540536216743
DEAF1,11,634224,685740,6.667625898048635,44,0.055942200000000004,0.0021324778648546955,0.0021324778648546955
ADAMTS17,15,98421341,98696828,13.840404213489695,220,0.00021459099999999998,0.002131993652254933,0.002131993652254933
PTGS2,1,184907591,184916179,7.291223477816182,32,0.0218078,0.0021307034497695184,0.0021307034497695184
AGBL4,1,48822128,49284059,11.066740345563899,273,0.00426519,0.0021262132508363726,0.0021262132508363726
NFATC2,20,49441171,49612777,9.29393033595297,120,0.011037700000000001,0.0021251676834692203,0.0021251676834692203
ACP1,2,254871,268282,5.005043457596277,20,0.134081,0.0021206457025533835,0.0021206457025533835
