Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR
SPP2,2,234624084,234650515,0.011332884,53,0.000213828,9.704640404371815e-07
STX18,4,4471596,4594676,0.013488552000000001,63,0.000214104,2.20806818062904e-07
ADAMTS17,15,98421341,98696828,0.04721002,220,0.00021459099999999998,3.799534203328101e-06
DGKI,7,136724924,137182149,0.043058466,198,0.000217467,2.046798900610009e-06
NOS2,17,23122065,23244536,0.012870732,59,0.00021814799999999999,3.3466332093068394e-07
TIGD1,2,233121022,233123470,0.005045625,23,0.000219375,0.005045625
ASB3,2,53750621,53940630,0.019843351000000002,89,0.000222959,0.019843351000000002
C8orf37,8,96327410,96350613,0.00425999,19,0.00022421,2.1306228644908197e-08
GLI3,7,41967072,42243321,0.04260845,190,0.000224255,6.465290351616431e-06
OPCML,11,131790084,132907613,0.18078471599999998,786,0.000230006,7.583613462197516e-06
ZNF385A,12,53049186,53071349,0.0034529850000000004,15,0.00023019900000000002,0.0034529850000000004
LDB2,4,16112267,16509425,0.054758524999999995,235,0.000233015,4.660436380859602e-06
SIRPG,20,1557797,1586425,0.009342360000000001,40,0.00023355900000000002,1.6653469019506796e-08
CMTM8,3,32255174,32386817,0.024375728000000003,104,0.00023438200000000002,0.024375728000000003
NPHP4,1,5869143,5888130,0.00713274,30,0.000237758,0.00713274
GTF3C2,2,27409973,27433372,0.003106688,13,0.00023897599999999998,1.843947067900385e-07
EIF2B4,2,27442592,27446694,0.0021507839999999998,9,0.00023897599999999998,9.698094553773233e-10
SNX17,2,27446892,27453498,0.0021507839999999998,9,0.00023897599999999998,0.0021507839999999998
EXOSC1,10,99185741,99195758,0.001985192,8,0.000248149,0.001985192
ZDHHC16,10,99201417,99207117,0.0037222350000000004,15,0.000248149,4.191242843810129e-09
PCDH15,10,55424347,56231057,0.115508448,456,0.000253308,4.662034929370456e-06
CCDC85A,2,56264761,56466813,0.03562636,140,0.00025447400000000003,0.03562636
ADIPOR2,12,1670521,1768106,0.012748250000000001,50,0.000254965,0.012748250000000001
GPC1,2,241023787,241056168,0.0070153559999999995,27,0.000259828,4.7051200167556066e-07
GATAD2A,19,19472929,19480741,0.002887808,11,0.000262528,1.374252892546157e-07
PHF7,3,52419566,52432697,0.004208272,16,0.000263017,1.0280633795960774e-09
CCDC122,13,43308488,43351826,0.009504612,36,0.000264017,1.8992177584919693e-07
PBX4,19,19533521,19590439,0.006630050000000001,25,0.000265202,5.394473244925867e-07
TYK2,19,10329060,10352248,0.006105281,23,0.000265447,6.877736463115918e-08
SPTLC1,9,93881166,93917511,0.005900664,22,0.000268212,8.105465187535682e-07
RTN1,14,59132446,59407310,0.026393947999999997,98,0.00026932599999999996,1.2744857152459574e-06
DHX34,19,52572005,52577795,0.004631123000000001,17,0.00027241900000000004,2.194050908443014e-07
LRP1B,2,141324140,142605740,0.19402284800000003,712,0.000272504,2.7201974634666324e-05
CHRNA3,15,76674705,76700377,0.00547932,20,0.000273966,0.00547932
ASAP1,8,131268663,131509230,0.032715361,119,0.000274919,0.032715361
GRIA1,5,152850276,153173622,0.06381948800000001,232,0.00027508400000000004,6.778970073788194e-06
SLTM,15,56977472,57013144,0.0035963199999999996,13,0.00027664,0.0035963199999999996
PPM1G,2,27457564,27486000,0.0036367760000000004,13,0.00027975200000000003,1.2798125429561314e-08
ZNF513,2,27453606,27457097,0.001967112,7,0.000281016,0.001967112
BAP1,3,52410064,52419049,0.00507375,18,0.000281875,0.00507375
IMMP2L,7,110389603,110989774,0.051129966,181,0.000282486,3.007064541882364e-07
CROT,7,86812946,86867045,0.01368,48,0.000285,3.109016614479896e-07
SLC25A23,19,6391074,6410781,0.005741980000000001,20,0.000287099,0.005741980000000001
CRB3,19,6415259,6418230,0.004593584,16,0.000287099,0.004593584
GPC6,13,92995516,93282343,0.043891216000000004,152,0.000288758,3.297307250791631e-06
ALAS1,3,52207155,52223383,0.00521568,18,0.00028976,1.758865046923015e-07
SPHKAP,2,228552918,228754586,0.02620917,90,0.000291213,0.02620917
HIST1H2AA,6,25834269,25834769,0.006428906,22,0.000292223,0.006428906
HIST1H2BA,6,25835115,25835552,0.006428906,22,0.000292223,0.006428906
HIST1H2BE,6,26292002,26292437,0.003523884,12,0.000293657,0.003523884
MSRA,8,9990475,10323805,0.099005088,336,0.000294658,3.5039851065574203e-06
RPS6KA2,6,166742843,167195761,0.120355512,408,0.000294989,7.464772641535659e-06
FSTL4,5,132560050,132976122,0.09174797100000001,309,0.00029691900000000003,0.09174797100000001
ULBP3,6,150427435,150431976,0.003581952,12,0.000298496,7.644533291792959e-09
RPRD1A,18,31859559,31901371,0.00718212,24,0.000299255,0.00718212
APBA1,9,71235021,71477042,0.035141067,117,0.00030035099999999997,0.035141067
PLEKHO1,1,148393710,148398449,0.0021143150000000003,7,0.000302045,0.0021143150000000003
L3MBTL2,22,39931258,39957221,0.00583965,19,0.00030735,3.2416617433868e-08
CHADL,22,39955463,39966881,0.0033808500000000003,11,0.00030735,0.0033808500000000003
GALNT3,2,166334415,166359049,0.004929632,16,0.000308102,0.004929632
TM6SF2,19,19236173,19245074,0.005881716,19,0.000309564,4.169552623250322e-07
NISCH,3,52500129,52502128,0.0030958099999999996,10,0.00030958099999999996,3.7616722932054264e-07
TMEM132D,12,128122223,128954165,0.200954782,641,0.000313502,6.086262679805361e-07
MPV17,2,27385863,27402051,0.004084756,13,0.000314212,5.950770891032438e-08
HIST1H4H,6,26393332,26393706,0.005406714,17,0.000318042,0.005406714
C18orf21,18,31806745,31813239,0.003823488,12,0.000318624,2.2632877438898878e-09
GUCY1A2,11,106063119,106394381,0.049157724,154,0.000319206,2.015181761548922e-06
NAB2,12,55768943,55775526,0.00356917,11,0.00032447,3.237166032084301e-08
STAT6,12,55775459,55809150,0.00713834,22,0.00032447,6.663608932100864e-07
DENND1C,19,6418217,6432798,0.005524609,17,0.000324977,0.005524609
MANEAL,1,38033746,38039865,0.00558535,17,0.00032855,0.00558535
ROR2,9,93528550,93752265,0.050652294,154,0.000328911,1.38295706453235e-06
TLR9,3,52232975,52238838,0.006257175,19,0.000329325,1.718965944393306e-07
NOSIP,19,54750779,54775615,0.003959148,12,0.000329929,0.003959148
B3GAT2,6,71628088,71723509,0.019801199999999998,60,0.00033002,3.2995830288816486e-06
NUP50,22,43939215,43962554,0.01155105,35,0.00033003,1.0856995415321628e-06
KCNAB1,3,157491469,157739621,0.05359802699999999,161,0.00033290699999999996,6.000444780477312e-08
RAF1,3,12600099,12680700,0.01273817,38,0.000335215,4.85324800042092e-07
RERE,1,8447616,8736484,0.026246376,78,0.000336492,1.522918361017981e-06
CHAC2,2,53848432,53855791,0.005385408,16,0.000336588,1.690266712769805e-08
SETBP1,18,40535137,40898771,0.059664930000000005,177,0.00033709,0.059664930000000005
MBD5,2,148959154,148987514,0.006447972999999999,19,0.000339367,1.5389551414580952e-07
UCK1,9,133389011,133396476,0.005476448,16,0.000342278,0.005476448
UBR3,2,170579558,170648885,0.01549134,45,0.00034425199999999997,0.01549134
MYH13,17,10144907,10217047,0.022052096,64,0.000344564,4.425317728580362e-06
PRKD3,2,37348214,37397726,0.013583310000000001,39,0.00034829,4.625592567412747e-07
CHMP1A,16,88238344,88251630,0.006622051,19,0.00034852900000000004,2.2001898006082248e-07
ABCG2,4,89271978,89299483,0.010875234000000001,31,0.000350814,6.969445130155697e-07
ALDH5A1,6,24603175,24645414,0.0197834,56,0.000353275,1.3844693367634234e-06
BNC2,9,16572980,16857690,0.068938288,194,0.00035535199999999997,9.36936327491742e-07
ELL,19,18414472,18493918,0.011414432,32,0.000356701,1.5713628080339572e-06
FKBP8,19,18503588,18513805,0.004637113,13,0.000356701,2.555973750641693e-07
PPP2R3A,3,137224271,137349423,0.01078497,30,0.000359499,0.01078497
ABCC10,6,43511466,43526141,0.007927612,22,0.000360346,0.007927612
PLAA,9,26897800,26937139,0.009385038,26,0.000360963,0.009385038
CPA5,7,129771922,129795807,0.017796947,49,0.00036320300000000004,0.017796947
CPA4,7,129720229,129751250,0.012422104,34,0.000365356,9.385579913273703e-09
KIAA0513,16,83618910,83685329,0.024134418,66,0.000365673,6.427374787143896e-08
CACNA1I,22,38324101,38411159,0.019469179,53,0.000367343,1.3076173395730316e-06
NPL,1,181027989,181065211,0.008818367999999998,24,0.00036743199999999995,0.008818367999999998
PRC1,15,89310271,89338808,0.008826744,24,0.00036778099999999997,0.008826744
VPS33B,15,89342777,89366837,0.009562306,26,0.00036778099999999997,0.009562306
PPP1R16B,20,36897881,36985081,0.014379651,39,0.000368709,0.014379651
TACC2,10,123959546,124004047,0.023979800000000003,65,0.00036892,1.6312199314071096e-07
BTN3A3,6,26548741,26561622,0.010338972,28,0.000369249,5.4510222015485036e-09
C21orf91,21,18083154,18113574,0.006761772,18,0.000375654,0.006761772
NPAS3,14,32754138,33219998,0.164575511,437,0.00037660300000000004,3.078133428249849e-06
CHRNA5,15,76644960,76673515,0.007164919,19,0.00037710099999999997,9.905830825244552e-09
SLC29A1,6,44299340,44309866,0.005685570000000001,15,0.00037903800000000005,4.4167043325722145e-07
CD46,1,205992024,206035481,0.009896276,26,0.000380626,1.7483243726337604e-06
ANO2,12,5542080,5925659,0.10954944000000001,286,0.00038304,0.10954944000000001
PRRG2,19,54778279,54786005,0.004990817000000001,13,0.00038390900000000004,1.4688928195466722e-07
HPSE,4,84435491,84475330,0.010784004,28,0.000385143,3.9529554599555825e-07
OSBPL10,3,31677320,31998242,0.07790659500000001,201,0.000387595,1.7787064172529672e-07
ATP6V0D2,8,87180254,87235570,0.01838499,47,0.00039117,1.097221373747624e-08
ACTR5,20,36810510,36834503,0.009781149999999999,25,0.000391246,0.009781149999999999
NXNL2,9,90339839,90380521,0.0091425,23,0.0003975,1.613395145409818e-08
TOP3B,22,20641403,20653147,0.00487794,12,0.000406495,0.00487794
SNX25,4,186478880,186528327,0.01019725,25,0.00040789,4.554782070892306e-08
YRDC,1,38041200,38046452,0.004904976,12,0.000408748,0.004904976
C1orf122,1,38046555,38047713,0.003678732,9,0.000408748,0.003678732
HCLS1,3,122832935,122862481,0.01030935,25,0.000412374,0.01030935
ANKRD42,11,82582938,82644690,0.014874984,36,0.00041319400000000003,0.014874984
PPM1F,22,20609257,20637217,0.009536995999999999,23,0.00041465199999999995,0.009536995999999999
DNAJC18,5,138775278,138803038,0.007468325999999999,18,0.00041490699999999995,3.108225106171939e-08
EIF2AK2,2,37200605,37237614,0.010643975,25,0.000425759,1.5595648494449466e-07
GPM6A,4,176791081,177160642,0.07925468799999999,184,0.00043073199999999997,5.668897140855698e-06
ZDHHC18,1,27025787,27054795,0.008248375,19,0.000434125,1.5849568198239964e-07
EXT1,8,118880782,119193239,0.07902312600000001,182,0.00043419300000000004,4.6166762007681685e-06
ZBTB16,11,113436497,113626607,0.079670148,183,0.00043535599999999997,0.079670148
MRRF,9,124072947,124125563,0.009150645,21,0.000435745,1.4627345152450679e-08
SYNJ1,21,32922943,33022148,0.019622385000000003,45,0.00043605300000000005,0.019622385000000003
SLC6A6,3,14419109,14505861,0.034945040000000004,80,0.00043681300000000003,0.034945040000000004
SEC11A,15,83013778,83060678,0.008304444,19,0.000437076,2.881298924026191e-07
CCDC90B,11,82650149,82675062,0.006997695999999999,16,0.00043735599999999996,3.1488483836201595e-08
ACTR8,3,53876194,53891227,0.012253836,28,0.000437637,0.012253836
TSPAN2,1,115392155,115433638,0.026356362,59,0.00044671800000000003,0.026356362
DPP4,2,162603057,162638242,0.014011473000000002,31,0.00045198300000000004,8.291735009967499e-07
MTF1,1,38060379,38097879,0.005463468,12,0.000455289,5.121532094743947e-08
SGCZ,8,13991743,15140163,0.40482591300000004,887,0.000456399,2.3631847064658015e-06
FBXO40,3,122794859,122831829,0.021961824,48,0.000457538,0.021961824
NT5DC2,3,52533442,52544110,0.006026033,13,0.000463541,1.3504643618285337e-07
WWOX,16,76691051,77804065,0.560713057,1207,0.000464551,0.560713057
PDIA3,15,41825881,41852096,0.005606712,12,0.000467226,4.555748339961689e-07
ELL3,15,41852106,41878627,0.007942842,17,0.000467226,0.007942842
SEMA4F,2,74734900,74762693,0.00803403,17,0.00047259,5.389854871689989e-07
VPS45,1,148315890,148384129,0.0075778880000000005,16,0.00047361800000000003,7.886280460342824e-08
CARS2,13,110091759,110156464,0.024313900000000003,50,0.00048627800000000004,1.0383782217108693e-07
ING1,13,110169647,110170280,0.003403946,7,0.00048627800000000004,4.1477630855578785e-08
WDR88,19,38314837,38358543,0.012189549999999999,25,0.00048758199999999997,1.4811858395119724e-08
SIRPB1,20,1525985,1548689,0.006343675,13,0.000487975,2.4835451057469596e-08
ERC1,12,1473475,1475357,0.006370182,13,0.000490014,0.006370182
CCDC15,11,124329226,124416595,0.0196168,40,0.00049042,0.0196168
GTF2A2,15,57718357,57736985,0.012769562,26,0.000491137,1.7229795154290186e-06
ELP3,8,28006502,28104588,0.024598250000000002,50,0.000491965,0.024598250000000002
PITPNM2,12,122050805,122155999,0.020211893,41,0.0004929730000000001,5.375750555637862e-07
SEPT3,22,40702876,40724171,0.010486098,21,0.000499338,4.616919967545576e-09
PNLIPRP1,10,118340517,118358676,0.014527347,29,0.000500943,3.478736991929543e-07
TMEM56,1,95355582,95431462,0.018547878,37,0.000501294,0.018547878
PHF21B,22,43655705,43784245,0.05277027,105,0.000502574,0.05277027
ASNS,7,97319376,97339790,0.013119574,26,0.000504599,1.6924699957106937e-06
MKRN2,3,12573593,12600210,0.012226391999999999,24,0.000509433,0.012226391999999999
KIAA0319,6,24652310,24754362,0.052653291000000005,103,0.000511197,6.03998555692276e-07
UBASH3B,11,122031607,122190397,0.08291264,160,0.000518204,0.08291264
DNAH1,3,52393841,52409547,0.009364985999999999,18,0.000520277,0.009364985999999999
TMEM19,12,70366144,70384106,0.007352842,14,0.000525203,1.0223437416067747e-07
KIAA1324L,7,86347173,86507467,0.035299218,67,0.000526854,0.035299218
STAB1,3,52530416,52533551,0.004215992,8,0.000526999,0.004215992
PHF3,6,64414390,64482364,0.0126678,24,0.000527825,1.9290239603147828e-07
STRC,15,41694616,41697846,0.001064178,2,0.000532089,0.001064178
TRIM9,14,50532534,50632172,0.044790312,84,0.000533218,0.044790312
ISYNA1,19,18406624,18409943,0.00910129,17,0.00053537,0.00910129
MAPK1,22,20453483,20551970,0.020553744,38,0.000540888,1.0071629548987015e-06
HERC6,4,89518914,89583272,0.014132404000000001,26,0.000543554,3.729770176747265e-07
GDE1,16,19420515,19440951,0.012045923999999998,22,0.0005475419999999999,0.012045923999999998
MAP9,4,156508768,156517572,0.013747924999999998,25,0.0005499169999999999,0.013747924999999998
CTNND2,5,11024951,11957110,0.350467413,633,0.000553661,3.425996949240464e-06
ATF1,12,49444085,49501174,0.017277974,31,0.000557354,1.1770663228094672e-07
PLCL1,2,198539544,198721365,0.045289611,81,0.000559131,3.211055345820059e-06
ACE,17,58915908,58952935,0.019034798,34,0.0005598469999999999,1.8958353578892206e-06
UNC13A,19,17573136,17660401,0.02407484,43,0.00055988,0.02407484
GPR39,2,132890616,133120639,0.087964745,157,0.000560285,1.9547606128345662e-07
TTC28,22,26707254,26889455,0.042289425,75,0.000563859,1.9632990849522437e-06
SCRIB,8,144945077,144969537,0.010763557,19,0.000566503,0.010763557
NDUFB9,8,125620523,125631408,0.017602637,31,0.000567827,1.917200981673227e-06
MTSS1,8,125632208,125809911,0.08914883900000001,157,0.000567827,1.1375053414332668e-06
CHRNB4,15,76708363,76739929,0.008577225,15,0.000571815,2.9327313390552525e-07
PTPN5,11,18706050,18769965,0.0343239,60,0.000572065,0.0343239
TBL1XR1,3,178251985,178397742,0.049226400000000003,86,0.0005724,6.621368819154921e-07
LMAN2L,2,96735393,96769528,0.00922312,16,0.000576445,0.00922312
SERINC4,15,41874456,41879547,0.00580923,10,0.000580923,0.00580923
SERF2,15,41879984,41882533,0.00580923,10,0.000580923,1.2059465431541513e-07
ZNF395,8,28259020,28403703,0.04074665,70,0.000582095,3.852134395132854e-08
FBXO16,8,28341847,28403703,0.022701705000000003,39,0.000582095,0.022701705000000003
FMO2,1,169421011,169448446,0.0291773,50,0.000583546,1.8731641159436293e-06
ACVR2B,3,38470793,38509637,0.012256607999999999,21,0.000583648,2.556370611612357e-07
EXOG,3,38512836,38541445,0.016342144,28,0.000583648,1.0728511288009568e-07
RNF165,18,42168184,42294781,0.04097072,70,0.000585296,5.988919531040702e-08
SMOC2,6,168584879,168810596,0.091683072,156,0.000587712,1.6029575912530616e-06
GALNT12,9,100609801,100652180,0.0212724,36,0.0005909,0.0212724
GNAO1,16,54782751,54948857,0.055688607999999994,94,0.0005924319999999999,6.584699116835887e-07
AMFR,16,54952864,55016945,0.024289711999999998,41,0.0005924319999999999,2.6720421701478444e-08
GRM7,3,7468467,7653128,0.09216889,155,0.000594638,1.8605116435918323e-05
WBP2NL,22,40745611,40758600,0.004169206999999999,7,0.000595601,5.406400642376963e-08
SEMA3G,3,52442307,52454083,0.006576833999999999,11,0.000597894,4.834993028815091e-07
LPP,3,189542137,189913323,0.122181843,203,0.000601881,2.5910827040158493e-06
NOL4,18,29685061,30057444,0.060214800000000006,100,0.000602148,3.3046961184122183e-06
SMARCA5,4,144654065,144694017,0.013903131999999999,23,0.000604484,4.5830941217809415e-07
GIP,17,44390916,44400954,0.00847007,14,0.000605005,2.2049453633394997e-07
MCC,5,112434689,112658511,0.110788749,183,0.000605403,2.364000033300312e-07
STRN,2,36928975,37047119,0.024823080999999997,41,0.000605441,5.259094104317678e-07
SOSTDC1,7,16467630,16536730,0.036373499999999996,60,0.000606225,5.977787709279195e-07
PSMA4,15,76620343,76628618,0.009120554999999999,15,0.000608037,2.82539564275906e-07
DBH,9,135491305,135514287,0.032821469000000006,53,0.000619273,2.0157830917003358e-08
CCDC149,4,24437678,24590924,0.061999099999999994,100,0.000619991,4.453775331705636e-07
UBAP2L,1,152496162,152509953,0.006826456999999999,11,0.0006205869999999999,1.9813830647227558e-07
HAX1,1,152511751,152514975,0.004344109,7,0.0006205869999999999,1.3768116139782456e-07
IL17RB,3,53855616,53874867,0.020003392,32,0.000625106,1.206922853295378e-07
CLCN3,4,170817787,170871021,0.013825284,22,0.000628422,1.619611392022725e-08
L3MBTL4,18,5944704,6404910,0.155396478,246,0.000631693,2.6362302781016124e-06
HIVEP2,6,143114296,143308031,0.065854776,104,0.000633219,2.0425995347800477e-05
EP300,22,39818559,39906027,0.019654124,31,0.000634004,0.019654124
ETV1,7,13912579,13992419,0.035753032,56,0.000638447,9.276912508013257e-06
NRBP2,8,144987904,144991334,0.005748102000000001,9,0.000638678,0.005748102000000001
KCNJ13,2,233339103,233349519,0.00639059,10,0.000639059,1.9221355300526634e-07
GABBR2,9,100090186,100511300,0.228182828,356,0.000640963,2.971177371757851e-05
STX1A,7,72753093,72771924,0.01419825,22,0.000645375,6.520076439971157e-07
MED30,8,118602210,118621682,0.013627865999999999,21,0.000648946,8.66499867160178e-09
PAK6,15,38332670,38356979,0.01957356,30,0.000652452,0.01957356
MCM9,6,119273460,119298002,0.015012905,23,0.000652735,0.015012905
INA,10,105026909,105040093,0.007847784,12,0.000653982,1.0942586498766872e-06
LRRK2,12,38982857,39049351,0.039938469000000004,61,0.000654729,0.039938469000000004
ARSG,17,63907891,63928595,0.012600819000000001,19,0.0006632010000000001,6.40327823952724e-09
PBX3,9,127717785,127769476,0.01477817,22,0.000671735,1.4689460151990883e-06
COL4A2,13,109757631,109963374,0.155987601,231,0.0006752710000000001,1.717228741041674e-05
TMEM63C,14,76717854,76795591,0.0506763,75,0.000675684,4.879962201301982e-07
NGB,14,76801586,76807408,0.017567784,26,0.000675684,4.859555768533363e-07
MFAP1,15,41884024,41904243,0.015548322,23,0.000676014,6.906508530614798e-08
WDR76,15,41906499,41946502,0.014196293999999998,21,0.000676014,0.014196293999999998
RP1L1,8,10501269,10550027,0.031136848,46,0.0006768880000000001,7.717635213868769e-08
AP3D1,19,2051992,2102556,0.019098911999999996,28,0.0006821039999999999,4.762641811170423e-06
ZNF276,16,88317045,88332429,0.018429228,27,0.000682564,2.213953014313059e-08
HNRNPAB,5,177564139,177570790,0.010248120000000001,15,0.000683208,1.3995101451997553e-07
RBMXL2,11,7066740,7068955,0.01028256,15,0.000685504,3.6107633704604196e-07
TCF12,15,55331688,55352752,0.008242943999999999,12,0.0006869119999999999,8.223895140839625e-08
CD276,15,71783569,71793903,0.01382484,20,0.000691242,8.451939841283184e-07
MPHOSPH10,2,71210951,71230738,0.0180258,26,0.0006933,2.654295708284076e-07
XPNPEP3,22,39588206,39612465,0.00833214,12,0.000694345,1.1485669790443816e-07
ZBBX,3,168440770,168580765,0.039141648,56,0.0006989580000000001,0.039141648
CTNS,17,3486510,3513146,0.018198024,26,0.000699924,2.238663373276633e-06
