Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR,Gene ReScoreRWR
MDGA2,14,46409892,47165478,3.5382595870206494e-07,339,0.00011994700000000001,3.5382595870206494e-07,3.5382595870206494e-07
TWF2,3,52237665,52248223,5.284565217391304e-06,23,0.000121545,2.2786376869226185e-10,0.007817337371920271
FAM184A,6,119322694,119512057,1.3216086956521737e-06,92,0.00012158799999999999,1.3216086956521737e-06,1.3216086956521737e-06
CAMK1D,10,12431588,12911739,3.0862935323383087e-07,402,0.000124069,3.5632377171754356e-13,0.006360088841490393
KCNG1,20,49058623,49073024,8.899928571428571e-06,14,0.000124599,8.899928571428571e-06,8.899928571428571e-06
HELLS,10,96295563,96351846,4.224466666666666e-06,30,0.00012673399999999998,4.224466666666666e-06,4.224466666666666e-06
CXXC5,5,139008701,139042864,7.11211111111111e-06,18,0.00012801799999999998,7.11211111111111e-06,7.11211111111111e-06
PRDM14,8,71126576,71146116,4.93173076923077e-06,26,0.000128225,6.189012718642782e-12,0.00697171237550921
UPK2,11,118332235,118334479,1.6489625e-05,8,0.000131917,1.172452727591971e-09,0.007261537912599453
ZNF423,16,48082021,48418419,6.645219512195121e-07,205,0.000136227,6.645219512195121e-07,6.645219512195121e-07
KCNQ1,11,2439259,2826916,6.538809523809524e-07,210,0.000137315,1.653316493353322e-11,0.007723005342637326
PIAS2,18,42670206,42754121,3.930942857142857e-06,35,0.000137583,3.930942857142857e-06,3.930942857142857e-06
SIL1,5,138315375,138406307,3.4779500000000003e-06,40,0.000139118,1.8040973616590167e-10,0.007925728542421236
VPS41,7,38730067,38915325,1.331895238095238e-06,105,0.000139849,1.331895238095238e-06,1.331895238095238e-06
CNOT7,8,17143173,17147127,1.2836636363636362e-05,11,0.00014120299999999998,5.13255967228172e-10,0.0072175846765659465
ANTXR1,2,69093992,69329806,9.959718309859156e-07,142,0.000141428,1.0536794541084156e-11,0.00689662116220618
PBX1,1,162795560,163082934,6.873883495145632e-07,206,0.000141602,8.20224119598124e-11,0.007202761213737952
FAM120A,9,95364984,95366851,4.749833333333333e-05,3,0.000142495,4.749833333333333e-05,4.749833333333333e-05
QPCT,2,37425256,37453969,4.46403125e-06,32,0.000142849,1.6400936096735764e-10,0.00734570530435918
TRIM24,7,137795618,137920872,4.663548387096774e-06,31,0.00014457,7.872652377975565e-11,0.008748327675106702
SVOPL,7,137929569,137999509,3.2856818181818182e-06,44,0.00014457,3.522077230853067e-10,0.007243844123760096
RFT1,3,53099849,53139503,5.6127692307692315e-06,26,0.000145932,7.009954158436982e-12,0.007057442806113879
POMT1,9,133368164,133389014,5.217392857142857e-06,28,0.000146087,3.9961882696977827e-10,0.007074136653401506
CDH4,20,59608228,59945694,5.89313953488372e-07,258,0.00015204299999999998,5.89313953488372e-07,5.89313953488372e-07
BNIP2,15,57742353,57768934,4.77125e-06,32,0.00015268,1.5397691929740602e-10,0.007356280696826485
MRPS21,1,148532892,148547443,1.2754583333333333e-05,12,0.000153055,2.17539855129642e-11,0.007235944724042336
CPEB1,15,81009005,81113783,3.360804347826087e-06,46,0.000154597,3.360804347826087e-06,3.360804347826087e-06
NRBP1,2,27511952,27518628,1.7516777777777777e-05,9,0.000157651,1.7837745879827579e-09,0.007930191536014642
KRTCAP3,2,27518816,27520667,1.9706375e-05,8,0.000157651,5.546684238315714e-12,0.006566162755033399
TTLL6,17,44202088,44236884,6.569250000000001e-06,24,0.000157662,6.569250000000001e-06,6.569250000000001e-06
SORBS2,4,186804764,186970386,1.1161338028169014e-06,142,0.000158491,1.1161338028169014e-06,1.1161338028169014e-06
LPAR3,1,85051673,85131484,2.3721176470588233e-06,68,0.000161304,5.922919684596075e-11,0.007478123786830829
PRR12,19,54786723,54821508,1.0084e-05,16,0.000161344,1.0084e-05,1.0084e-05
LYN,8,56954939,57086494,1.7926043956043957e-06,91,0.000163127,3.970689364279449e-12,0.006497214207978047
MTMR7,8,17203534,17250961,2.1264936708860757e-06,79,0.000167993,1.997604353929931e-10,0.006988829243531161
LIPC,15,56511483,56643499,1.0918116883116883e-06,154,0.000168139,2.8156134610629614e-11,0.007341007223040794
PTPRM,18,7557313,8396859,3.731986754966888e-07,453,0.00016905900000000002,9.26037409345277e-14,0.0063796993516749
LIMA1,12,48855829,48963620,3.6092978723404257e-06,47,0.00016963700000000002,3.6092978723404257e-06,3.6092978723404257e-06
CLSTN2,3,141136896,141769322,3.608726114649681e-07,471,0.000169971,1.66319660248222e-13,0.007421651306862735
NDUFA13,19,19487539,19500073,1.3114692307692307e-05,13,0.000170491,1.3114692307692307e-05,1.3114692307692307e-05
YJEFN3,19,19500719,19509393,1.3114692307692307e-05,13,0.000170491,5.217165072597629e-10,0.0074295160044843996
CILP2,19,19510073,19518468,1.1366066666666666e-05,15,0.000170491,1.1366066666666666e-05,1.1366066666666666e-05
TMEM211,22,23661207,23665314,2.1451e-05,8,0.000171608,2.1451e-05,2.1451e-05
ZNF835,19,61866764,61876058,1.3321230769230768e-05,13,0.00017317599999999998,1.3321230769230768e-05,1.3321230769230768e-05
MAN1A1,6,119569421,119712625,2.104277108433735e-06,83,0.000174655,3.264486579530375e-12,0.006118417256347133
STAG1,3,137719574,137953935,2.3863026315789477e-06,76,0.00018135900000000002,2.3863026315789477e-06,2.3863026315789477e-06
CREB5,7,28692245,28832036,2.140541176470588e-06,85,0.000181946,2.0667898858220127e-10,0.007266608364207326
STK31,7,23794123,23910890,2.309518987341772e-06,79,0.000182452,4.281462146520263e-11,0.006975213093833309
RYR2,1,235272324,236063911,3.362550458715597e-07,545,0.00018325900000000002,1.2416134134925144e-11,0.007046348421863265
NUP54,4,77254840,77288679,5.9369354838709675e-06,31,0.000184045,5.9369354838709675e-06,5.9369354838709675e-06
ZNF804A,2,185171337,185512459,2.1672823529411763e-06,85,0.000184219,8.723024150128804e-12,0.006985555852882585
SYNM,15,97462808,97493323,4.047760869565217e-06,46,0.000186197,4.047760869565217e-06,4.047760869565217e-06
SNRK,3,43319593,43349854,1.5656083333333334e-05,12,0.000187873,6.755083049617085e-10,0.0073498894610428194
PGAM1,10,99176016,99183188,2.700542857142857e-05,7,0.000189038,2.700542857142857e-05,2.700542857142857e-05
KCNAB2,1,6028567,6083110,4.849102564102564e-06,39,0.000189115,1.0290013111783154e-10,0.0071955326179001505
AP3B2,15,81129033,81129061,1.736109090909091e-05,11,0.000190972,1.7093502018505964e-10,0.006653334185994166
SLC25A21,14,36218828,36711616,5.256630136986301e-07,365,0.000191867,2.7028457629813386e-13,0.0067549442938071675
TSSK6,19,19486027,19487469,2.1332888888888888e-05,9,0.000191996,2.1332888888888888e-05,2.1332888888888888e-05
CACNA1A,19,13178256,13478274,1.20196875e-06,160,0.000192315,1.241813867703114e-10,0.007077853916868228
SLC32A1,20,36786518,36791429,1.073961111111111e-05,18,0.000193313,1.4760955276280696e-10,0.0070534795591854675
C16orf91,16,1409944,1419346,1.6130333333333334e-05,12,0.00019356400000000002,8.711820283924263e-11,0.00693103326766691
CCDC154,16,1424393,1425304,1.9356400000000003e-05,10,0.00019356400000000002,1.9356400000000003e-05,1.9356400000000003e-05
CTF1,16,30815428,30822382,3.22705e-05,6,0.000193623,3.0962197075503295e-09,0.007373849841010743
KIF26B,1,243876016,243918732,4.3115777777777775e-06,45,0.00019402099999999998,4.237457753883984e-11,0.00687119503613335
DDX24,14,93587020,93617311,6.4769666666666674e-06,30,0.000194309,1.3886932834530427e-11,0.007158432791542706
IFI27L1,14,93617391,93638808,6.9396071428571434e-06,28,0.000194309,6.9396071428571434e-06,6.9396071428571434e-06
ADAMTS2,5,178510735,178704935,1.2409936305732484e-06,157,0.000194836,1.5272252660721482e-10,0.007073786295682628
ANKS6,9,100534115,100592709,5.7855294117647056e-06,34,0.000196708,4.4057122264265146e-10,0.007132250546988335
CRELD2,22,48698347,48707180,1.4307214285714283e-05,14,0.00020030099999999998,1.4307214285714283e-05,1.4307214285714283e-05
ADRA1D,20,4149277,4177659,6.5114838709677415e-06,31,0.00020185599999999999,1.1607043761144496e-09,0.007397611825800734
TSNARE1,8,143349753,143482444,3.514241379310345e-06,58,0.000203826,1.849020590812008e-11,0.0070265423063001625
NRG2,5,139207443,139403063,2.385896551724138e-06,87,0.00020757299999999999,2.385896551724138e-06,2.385896551724138e-06
TMCO5A,15,36014749,36030915,1.742258333333333e-05,12,0.000209071,1.2421764301870632e-11,0.0072559506635299365
RFWD3,16,73212797,73258280,7.0266e-06,30,0.000210798,7.0266e-06,7.0266e-06
ZSCAN2,15,82945252,82967951,1.40698e-05,15,0.00021104700000000001,3.315700591166642e-10,0.0070795511703165325
KCNK9,8,140699430,140784481,2.821293333333333e-06,75,0.000211597,2.821293333333333e-06,2.821293333333333e-06
SPP2,2,234624084,234650515,4.034490566037736e-06,53,0.000213828,3.1197396913885583e-10,0.007166472641093359
STX18,4,4471596,4594676,3.3984761904761905e-06,63,0.000214104,3.969584183130632e-11,0.006966096611928806
ADAMTS17,15,98421341,98696828,9.754136363636363e-07,220,0.00021459099999999998,7.705807896492905e-11,0.007526585583565977
DGKI,7,136724924,137182149,1.0983181818181819e-06,198,0.000217467,4.986142068683134e-11,0.007255860165421476
NOS2,17,23122065,23244536,3.697423728813559e-06,59,0.00021814799999999999,8.286619689807077e-11,0.006956922921807065
TIGD1,2,233121022,233123470,9.53804347826087e-06,23,0.000219375,9.53804347826087e-06,9.53804347826087e-06
ASB3,2,53750621,53940630,2.5051573033707865e-06,89,0.000222959,2.5051573033707865e-06,2.5051573033707865e-06
C8orf37,8,96327410,96350613,1.1800526315789474e-05,19,0.00022421,4.436011676363918e-11,0.006865071818515706
GLI3,7,41967072,42243321,1.1802894736842105e-06,190,0.000224255,1.6420432859326516e-10,0.007073375088103813
OPCML,11,131790084,132907613,2.9262849872773534e-07,786,0.000230006,1.1409853276509389e-11,0.007446335545240981
ZNF385A,12,53049186,53071349,1.5346600000000003e-05,15,0.00023019900000000002,1.5346600000000003e-05,1.5346600000000003e-05
LDB2,4,16112267,16509425,9.915531914893617e-07,235,0.000233015,8.539891591579378e-11,0.007849521731528235
SIRPG,20,1557797,1586425,5.838975e-06,40,0.00023355900000000002,8.540893199778201e-12,0.006637617853056995
CMTM8,3,32255174,32386817,2.2536730769230773e-06,104,0.00023438200000000002,2.2536730769230773e-06,2.2536730769230773e-06
NPHP4,1,5869143,5888130,7.925266666666667e-06,30,0.000237758,7.925266666666667e-06,7.925266666666667e-06
GTF3C2,2,27409973,27433372,1.838276923076923e-05,13,0.00023897599999999998,1.0837270878417938e-09,0.007574138295315462
EIF2B4,2,27442592,27446694,2.6552888888888886e-05,9,0.00023897599999999998,1.0648831587273153e-11,0.006274544821325692
SNX17,2,27446892,27453498,2.6552888888888886e-05,9,0.00023897599999999998,2.6552888888888886e-05,2.6552888888888886e-05
EXOSC1,10,99185741,99195758,3.1018625e-05,8,0.000248149,3.1018625e-05,3.1018625e-05
ZDHHC16,10,99201417,99207117,1.6543266666666668e-05,15,0.000248149,2.4744522295276924e-11,0.007152514614286923
PCDH15,10,55424347,56231057,5.555e-07,456,0.000253308,1.9718697430999093e-11,0.006929536406154258
CCDC85A,2,56264761,56466813,1.8176714285714288e-06,140,0.00025447400000000003,1.8176714285714288e-06,1.8176714285714288e-06
ADIPOR2,12,1670521,1768106,5.0993000000000005e-06,50,0.000254965,5.0993000000000005e-06,5.0993000000000005e-06
GPC1,2,241023787,241056168,9.623259259259258e-06,27,0.000259828,6.490806491362745e-10,0.0076799633086844865
GATAD2A,19,19472929,19480741,2.3866181818181816e-05,11,0.000262528,9.806231376312345e-10,0.007494443476020537
PHF7,3,52419566,52432697,1.64385625e-05,16,0.000263017,3.5039991097941726e-12,0.005955201662583152
CCDC122,13,43308488,43351826,7.333805555555556e-06,36,0.000264017,1.475732419944177e-10,0.007077751429173298
PBX4,19,19533521,19590439,1.0608080000000001e-05,25,0.000265202,6.925543595155325e-10,0.006973713795922745
TYK2,19,10329060,10352248,1.1541173913043477e-05,23,0.000265447,1.2813257233659327e-10,0.007071678392703778
SPTLC1,9,93881166,93917511,1.2191454545454545e-05,22,0.000268212,1.6226748699254195e-09,0.007506471456325378
RTN1,14,59132446,59407310,2.748224489795918e-06,98,0.00026932599999999996,1.2383687379739134e-10,0.0071141948098601415
DHX34,19,52572005,52577795,1.6024647058823532e-05,17,0.00027241900000000004,7.120828444746589e-10,0.007778611656033335
LRP1B,2,141324140,142605740,3.827303370786517e-07,712,0.000272504,5.009539102972565e-11,0.006998415326406694
CHRNA3,15,76674705,76700377,1.36983e-05,20,0.000273966,1.36983e-05,1.36983e-05
ASAP1,8,131268663,131509230,2.3102436974789916e-06,119,0.000274919,2.3102436974789916e-06,2.3102436974789916e-06
GRIA1,5,152850276,153173622,1.1857068965517244e-06,232,0.00027508400000000004,1.147463408599848e-10,0.007011524775381783
SLTM,15,56977472,57013144,2.128e-05,13,0.00027664,2.128e-05,2.128e-05
PPM1G,2,27457564,27486000,2.1519384615384617e-05,13,0.00027975200000000003,7.310751325952759e-11,0.007160364238765734
ZNF513,2,27453606,27457097,4.014514285714285e-05,7,0.000281016,4.014514285714285e-05,4.014514285714285e-05
BAP1,3,52410064,52419049,1.5659722222222223e-05,18,0.000281875,1.5659722222222223e-05,1.5659722222222223e-05
IMMP2L,7,110389603,110989774,1.560696132596685e-06,181,0.000282486,7.349356771178246e-12,0.0066414046073482195
CROT,7,86812946,86867045,5.9374999999999995e-06,48,0.000285,1.2181430065349356e-10,0.006877020164127168
SLC25A23,19,6391074,6410781,1.435495e-05,20,0.000287099,1.435495e-05,1.435495e-05
CRB3,19,6415259,6418230,1.79436875e-05,16,0.000287099,1.79436875e-05,1.79436875e-05
GPC6,13,92995516,93282343,1.8997236842105264e-06,152,0.000288758,1.4421844265554913e-10,0.007316096183236703
ALAS1,3,52207155,52223383,1.609777777777778e-05,18,0.00028976,5.299190037717501e-10,0.00742947397791166
SPHKAP,2,228552918,228754586,3.2357e-06,90,0.000291213,3.2357e-06,3.2357e-06
HIST1H2AA,6,25834269,25834769,1.3282863636363636e-05,22,0.000292223,1.3282863636363636e-05,1.3282863636363636e-05
HIST1H2BA,6,25835115,25835552,1.3282863636363636e-05,22,0.000292223,1.3282863636363636e-05,1.3282863636363636e-05
HIST1H2BE,6,26292002,26292437,2.4471416666666668e-05,12,0.000293657,2.4471416666666668e-05,2.4471416666666668e-05
MSRA,8,9990475,10323805,8.769583333333333e-07,336,0.000294658,2.8643534582582593e-11,0.0072041131121651425
RPS6KA2,6,166742843,167195761,7.230122549019608e-07,408,0.000294989,4.2045094914160836e-11,0.007036919026555701
FSTL4,5,132560050,132976122,9.609029126213594e-07,309,0.00029691900000000003,9.609029126213594e-07,9.609029126213594e-07
ULBP3,6,150427435,150431976,2.4874666666666664e-05,12,0.000298496,4.352909715852775e-11,0.0066057338207139195
RPRD1A,18,31859559,31901371,1.2468958333333334e-05,24,0.000299255,1.2468958333333334e-05,1.2468958333333334e-05
APBA1,9,71235021,71477042,2.5671025641025638e-06,117,0.00030035099999999997,2.5671025641025638e-06,2.5671025641025638e-06
PLEKHO1,1,148393710,148398449,4.3149285714285716e-05,7,0.000302045,4.3149285714285716e-05,4.3149285714285716e-05
L3MBTL2,22,39931258,39957221,1.6176315789473685e-05,19,0.00030735,8.607565663991671e-11,0.007671438616568451
CHADL,22,39955463,39966881,2.7940909090909092e-05,11,0.00030735,2.7940909090909092e-05,2.7940909090909092e-05
GALNT3,2,166334415,166359049,1.9256375e-05,16,0.000308102,1.9256375e-05,1.9256375e-05
TM6SF2,19,19236173,19245074,1.629284210526316e-05,19,0.000309564,1.1269578085184393e-09,0.0076123188122093075
NISCH,3,52500129,52502128,3.09581e-05,10,0.00030958099999999996,3.8167437873380574e-09,0.007995406814607548
TMEM132D,12,128122223,128954165,4.890826833073323e-07,641,0.000313502,1.650050936438934e-12,0.011652966091341534
MPV17,2,27385863,27402051,2.4170153846153848e-05,13,0.000314212,3.2486860178215376e-10,0.007108522330154476
HIST1H4H,6,26393332,26393706,1.870835294117647e-05,17,0.000318042,1.870835294117647e-05,1.870835294117647e-05
C18orf21,18,31806745,31813239,2.6552e-05,12,0.000318624,1.501411849155191e-11,0.007124463767593833
GUCY1A2,11,106063119,106394381,2.0727662337662337e-06,154,0.000319206,7.99881438870374e-11,0.007360426479222988
NAB2,12,55768943,55775526,2.9497272727272727e-05,11,0.00032447,2.451669445495113e-10,0.007074992193437823
STAT6,12,55775459,55809150,1.4748636363636364e-05,22,0.00032447,1.328292664255334e-09,0.007289323825242041
DENND1C,19,6418217,6432798,1.9116294117647058e-05,17,0.000324977,1.9116294117647058e-05,1.9116294117647058e-05
MANEAL,1,38033746,38039865,1.9326470588235295e-05,17,0.00032855,1.9326470588235295e-05,1.9326470588235295e-05
ROR2,9,93528550,93752265,2.135785714285714e-06,154,0.000328911,5.479866965941563e-11,0.006954390271610894
TLR9,3,52232975,52238838,1.7332894736842104e-05,19,0.000329325,4.448607055932404e-10,0.00742167915594167
NOSIP,19,54750779,54775615,2.7494083333333335e-05,12,0.000329929,2.7494083333333335e-05,2.7494083333333335e-05
B3GAT2,6,71628088,71723509,5.500333333333333e-06,60,0.00033002,8.7099194212602e-10,0.007314583790115482
NUP50,22,43939215,43962554,9.42942857142857e-06,35,0.00033003,8.234585522657248e-10,0.007555946337397304
KCNAB1,3,157491469,157739621,2.0677453416149067e-06,161,0.00033290699999999996,1.5099390794721528e-12,0.0071392121605258225
RAF1,3,12600099,12680700,8.821447368421051e-06,38,0.000335215,3.3997932726408623e-10,0.006985485970988216
RERE,1,8447616,8736484,4.314e-06,78,0.000336492,2.3436655148279774e-10,0.007845639036274516
CHAC2,2,53848432,53855791,2.103675e-05,16,0.000336588,2.4542027950208998e-11,0.006739972502655433
SETBP1,18,40535137,40898771,1.9044632768361582e-06,177,0.00033709,1.9044632768361582e-06,1.9044632768361582e-06
MBD5,2,148959154,148987514,1.7861421052631577e-05,19,0.000339367,4.200213954976522e-10,0.007448804036513115
UCK1,9,133389011,133396476,2.1392375e-05,16,0.000342278,2.1392375e-05,2.1392375e-05
UBR3,2,170579558,170648885,7.650044444444444e-06,45,0.00034425199999999997,7.650044444444444e-06,7.650044444444444e-06
MYH13,17,10144907,10217047,5.3838125e-06,64,0.000344564,9.43221054765299e-10,0.007017877084556826
PRKD3,2,37348214,37397726,8.930512820512821e-06,39,0.00034829,2.9835276774535995e-10,0.007914909326603778
CHMP1A,16,88238344,88251630,1.834363157894737e-05,19,0.00034852900000000004,5.553625021805187e-10,0.006995304388322008
ABCG2,4,89271978,89299483,1.131658064516129e-05,31,0.000350814,6.289570082149689e-10,0.007539371188035335
ALDH5A1,6,24603175,24645414,6.308482142857143e-06,56,0.000353275,4.2557138423895364e-10,0.007285575199071853
BNC2,9,16572980,16857690,1.8317113402061854e-06,194,0.00035535199999999997,2.1079831332618238e-11,0.008925119942397421
ELL,19,18414472,18493918,1.114690625e-05,32,0.000356701,1.5484893950659503e-09,0.007558248551809559
FKBP8,19,18503588,18513805,2.7438538461538464e-05,13,0.000356701,1.484286626149261e-09,0.007763121263453446
PPP2R3A,3,137224271,137349423,1.19833e-05,30,0.000359499,1.19833e-05,1.19833e-05
ABCC10,6,43511466,43526141,1.6379363636363636e-05,22,0.000360346,1.6379363636363636e-05,1.6379363636363636e-05
PLAA,9,26897800,26937139,1.3883192307692308e-05,26,0.000360963,1.3883192307692308e-05,1.3883192307692308e-05
CPA5,7,129771922,129795807,7.41230612244898e-06,49,0.00036320300000000004,7.41230612244898e-06,7.41230612244898e-06
CPA4,7,129720229,129751250,1.0745764705882353e-05,34,0.000365356,6.855682022669075e-12,0.006886876222648718
KIAA0513,16,83618910,83685329,5.5405e-06,66,0.000365673,2.2162439566414484e-11,0.007902391999970502
CACNA1I,22,38324101,38411159,6.931e-06,53,0.000367343,4.01359098558597e-10,0.007656627594861844
NPL,1,181027989,181065211,1.5309666666666663e-05,24,0.00036743199999999995,1.5309666666666663e-05,1.5309666666666663e-05
PRC1,15,89310271,89338808,1.5324208333333333e-05,24,0.00036778099999999997,1.5324208333333333e-05,1.5324208333333333e-05
VPS33B,15,89342777,89366837,1.4145423076923075e-05,26,0.00036778099999999997,1.4145423076923075e-05,1.4145423076923075e-05
PPP1R16B,20,36897881,36985081,9.454076923076923e-06,39,0.000368709,9.454076923076923e-06,9.454076923076923e-06
